xmin_original,ymin_original,xmax_original,ymax_original,score,class
5055,3034,5089,3063,-1,melon
4077,3030,4108,3061,-1,melon
3409,3039,3433,3060,-1,melon
2713,3030,2741,3060,-1,melon
3642,3030,3678,3059,-1,melon
693,3029,736,3051,-1,melon
1152,3029,1193,3049,-1,melon
3719,3011,3745,3047,-1,melon
4030,3011,4058,3047,-1,melon
725,3000,758,3043,-1,melon
1095,3001,1117,3041,-1,melon
3410,3014,3438,3040,-1,melon
4717,3004,4748,3040,-1,melon
3731,2996,3764,3039,-1,melon
3448,3009,3470,3034,-1,melon
4689,2977,4725,3018,-1,melon
4075,2994,4104,3016,-1,melon
5430,2971,5469,3016,-1,melon
4090,2981,4124,3015,-1,melon
446,2977,475,3009,-1,melon
3694,2968,3725,3004,-1,melon
3440,2974,3475,3001,-1,melon
3093,2971,3115,2993,-1,melon
3383,2958,3408,2990,-1,melon
2718,2945,2744,2986,-1,melon
700,2961,742,2983,-1,melon
4709,2946,4750,2974,-1,melon
3355,2936,3386,2970,-1,melon
4073,2937,4106,2966,-1,melon
705,2941,742,2959,-1,melon
4005,2930,4033,2957,-1,melon
5069,2914,5111,2954,-1,melon
405,2913,442,2952,-1,melon
553,2924,592,2951,-1,melon
3680,2913,3709,2950,-1,melon
2692,2917,2724,2940,-1,melon
2383,2890,2418,2934,-1,melon
725,2907,750,2933,-1,melon
4070,2890,4098,2928,-1,melon
5028,2880,5068,2912,-1,melon
4086,2863,4115,2905,-1,melon
3682,2861,3717,2903,-1,melon
714,2876,756,2902,-1,melon
4051,2876,4071,2902,-1,melon
5063,2866,5104,2896,-1,melon
2617,2828,2650,2882,-1,melon
1100,2836,1126,2881,-1,melon
704,2856,749,2877,-1,melon
390,2838,424,2873,-1,melon
1070,2846,1098,2871,-1,melon
2699,2837,2737,2870,-1,melon
5370,2845,5406,2868,-1,melon
3072,2843,3094,2867,-1,melon
3048,2847,3068,2867,-1,melon
5132,2815,5164,2844,-1,melon
4033,2808,4081,2837,-1,melon
3066,2812,3086,2837,-1,melon
3028,2812,3051,2834,-1,melon
721,2792,748,2833,-1,melon
1135,2804,1164,2832,-1,melon
2326,2795,2359,2831,-1,melon
2658,2798,2698,2828,-1,melon
3688,2790,3716,2823,-1,melon
2296,2786,2323,2821,-1,melon
3187,2792,3210,2816,-1,melon
4057,2793,4093,2815,-1,melon
3034,2793,3055,2813,-1,melon
491,2787,537,2813,-1,melon
3400,2782,3424,2809,-1,melon
3430,2776,3457,2807,-1,melon
1059,2762,1090,2805,-1,melon
5108,2776,5137,2804,-1,melon
4002,2771,4038,2799,-1,melon
1091,2759,1116,2799,-1,melon
2379,2759,2412,2797,-1,melon
3661,2763,3693,2793,-1,melon
3371,2767,3399,2792,-1,melon
394,2752,428,2790,-1,melon
3710,2753,3742,2780,-1,melon
4126,2749,4164,2776,-1,melon
3666,2730,3702,2765,-1,melon
1031,2734,1082,2760,-1,melon
4043,2718,4071,2757,-1,melon
3368,2724,3396,2755,-1,melon
4180,2733,4207,2754,-1,melon
4703,2716,4742,2750,-1,melon
4067,2705,4097,2744,-1,melon
312,2701,352,2744,-1,melon
257,2717,294,2742,-1,melon
281,2689,313,2730,-1,melon
4010,2700,4038,2729,-1,melon
100,2686,139,2728,-1,melon
2346,2689,2384,2723,-1,melon
986,2694,1015,2722,-1,melon
3749,2694,3786,2721,-1,melon
3391,2682,3418,2713,-1,melon
4087,2677,4121,2707,-1,melon
2679,2668,2706,2705,-1,melon
3847,2672,3871,2701,-1,melon
636,2674,679,2701,-1,melon
1095,2652,1127,2700,-1,melon
5121,2653,5153,2689,-1,melon
165,2649,209,2677,-1,melon
5031,2635,5076,2666,-1,melon
331,2628,367,2658,-1,melon
2976,2637,2993,2656,-1,melon
3733,2632,3765,2656,-1,melon
533,2624,559,2654,-1,melon
3156,2625,3184,2653,-1,melon
3601,2620,3640,2653,-1,melon
126,2609,161,2652,-1,melon
703,2614,737,2650,-1,melon
2354,2614,2383,2648,-1,melon
3647,2611,3679,2641,-1,melon
5017,2595,5050,2632,-1,melon
3043,2608,3067,2629,-1,melon
960,2600,996,2624,-1,melon
746,2594,787,2623,-1,melon
4107,2591,4131,2622,-1,melon
2296,2586,2332,2620,-1,melon
1095,2583,1116,2619,-1,melon
3065,2596,3086,2618,-1,melon
3344,2580,3376,2615,-1,melon
3388,2586,3415,2615,-1,melon
270,2575,313,2610,-1,melon
3032,2588,3052,2607,-1,melon
5080,2571,5112,2605,-1,melon
2673,2561,2724,2597,-1,melon
4547,2568,4583,2594,-1,melon
3402,2563,3432,2592,-1,melon
3690,2568,3721,2591,-1,melon
4683,2557,4714,2590,-1,melon
3313,2561,3342,2588,-1,melon
3039,2566,3063,2588,-1,melon
463,2568,495,2588,-1,melon
2636,2549,2666,2586,-1,melon
165,2551,202,2585,-1,melon
3351,2559,3378,2582,-1,melon
3684,2539,3715,2572,-1,melon
304,2549,340,2570,-1,melon
3030,2548,3055,2570,-1,melon
2379,2539,2418,2568,-1,melon
3307,2545,3327,2564,-1,melon
150,2517,181,2563,-1,melon
4676,2542,4708,2561,-1,melon
2601,2533,2638,2561,-1,melon
1094,2510,1127,2554,-1,melon
666,2513,704,2549,-1,melon
4695,2512,4719,2542,-1,melon
113,2493,138,2539,-1,melon
3075,2514,3097,2534,-1,melon
1050,2505,1083,2533,-1,melon
648,2505,684,2526,-1,melon
3035,2498,3058,2521,-1,melon
302,2490,343,2511,-1,melon
2316,2480,2353,2508,-1,melon
4774,2467,4803,2504,-1,melon
3023,2479,3045,2502,-1,melon
319,2467,364,2499,-1,melon
3070,2472,3094,2495,-1,melon
3628,2461,3664,2493,-1,melon
3721,2454,3761,2483,-1,melon
3343,2454,3368,2477,-1,melon
687,2451,734,2471,-1,melon
1102,2429,1128,2469,-1,melon
3388,2439,3411,2462,-1,melon
2565,2422,2603,2459,-1,melon
4707,2418,4737,2451,-1,melon
684,2425,735,2450,-1,melon
2374,2417,2409,2447,-1,melon
432,2417,468,2446,-1,melon
383,2417,417,2443,-1,melon
2718,2419,2751,2443,-1,melon
3383,2416,3406,2442,-1,melon
1062,2406,1091,2442,-1,melon
3060,2421,3080,2441,-1,melon
183,2408,238,2441,-1,melon
3303,2412,3327,2437,-1,melon
3405,2412,3427,2437,-1,melon
2320,2398,2352,2434,-1,melon
3629,2389,3649,2421,-1,melon
3049,2395,3072,2420,-1,melon
4531,2384,4563,2419,-1,melon
2366,2391,2402,2419,-1,melon
2491,2395,2505,2418,-1,melon
4013,2377,4040,2418,-1,melon
745,2376,766,2417,-1,melon
3707,2389,3741,2416,-1,melon
724,2369,748,2413,-1,melon
3408,2387,3433,2412,-1,melon
1101,2389,1143,2411,-1,melon
3691,2374,3717,2408,-1,melon
4839,2365,4872,2407,-1,melon
4037,2377,4066,2406,-1,melon
3670,2369,3694,2405,-1,melon
4759,2378,4790,2404,-1,melon
3648,2359,3673,2396,-1,melon
2589,2346,2617,2390,-1,melon
2395,2363,2428,2390,-1,melon
353,2362,383,2387,-1,melon
3716,2363,3752,2387,-1,melon
2664,2347,2703,2384,-1,melon
696,2348,735,2384,-1,melon
4752,2352,4797,2381,-1,melon
2317,2343,2351,2370,-1,melon
4986,2336,5028,2369,-1,melon
3986,2340,4018,2364,-1,melon
1043,2319,1075,2361,-1,melon
5032,2336,5071,2360,-1,melon
5330,2320,5368,2357,-1,melon
1025,2328,1043,2355,-1,melon
415,2318,445,2349,-1,melon
3383,2316,3407,2347,-1,melon
5079,2292,5114,2335,-1,melon
3368,2314,3388,2334,-1,melon
180,2297,235,2332,-1,melon
4001,2299,4044,2331,-1,melon
1095,2305,1124,2330,-1,melon
3642,2283,3674,2327,-1,melon
4671,2277,4701,2324,-1,melon
275,2301,328,2323,-1,melon
5009,2289,5047,2322,-1,melon
390,2295,413,2322,-1,melon
3374,2294,3395,2318,-1,melon
688,2274,726,2316,-1,melon
3352,2286,3374,2312,-1,melon
4062,2276,4097,2304,-1,melon
3381,2269,3406,2294,-1,melon
4027,2254,4054,2291,-1,melon
2979,2259,3003,2281,-1,melon
647,2256,698,2279,-1,melon
2354,2247,2374,2278,-1,melon
1096,2243,1128,2274,-1,melon
2369,2234,2398,2270,-1,melon
2687,2241,2732,2270,-1,melon
5019,2243,5043,2270,-1,melon
4046,2237,4072,2265,-1,melon
3365,2229,3388,2253,-1,melon
2283,2226,2309,2247,-1,melon
3005,2223,3025,2246,-1,melon
3024,2221,3044,2246,-1,melon
4053,2219,4086,2241,-1,melon
318,2205,356,2239,-1,melon
3702,2208,3738,2239,-1,melon
3343,2214,3367,2238,-1,melon
152,2194,194,2237,-1,melon
1095,2194,1139,2233,-1,melon
5288,2201,5337,2229,-1,melon
2647,2185,2674,2229,-1,melon
99,2185,132,2221,-1,melon
5385,2195,5432,2221,-1,melon
3679,2185,3706,2220,-1,melon
2346,2186,2368,2214,-1,melon
5325,2172,5363,2211,-1,melon
1097,2157,1121,2204,-1,melon
2371,2177,2397,2201,-1,melon
4733,2161,4756,2187,-1,melon
5082,2144,5114,2187,-1,melon
2349,2159,2376,2186,-1,melon
2664,2119,2698,2164,-1,melon
1132,2134,1176,2162,-1,melon
5031,2116,5071,2158,-1,melon
319,2129,367,2154,-1,melon
4006,2117,4035,2153,-1,melon
5344,2113,5378,2152,-1,melon
72,2121,118,2147,-1,melon
3897,2110,3927,2141,-1,melon
3449,2113,3471,2140,-1,melon
3220,2117,3241,2138,-1,melon
3162,2117,3182,2135,-1,melon
3311,2110,3336,2134,-1,melon
2624,2101,2663,2128,-1,melon
81,2099,133,2124,-1,melon
3324,2091,3351,2117,-1,melon
1020,2075,1060,2109,-1,melon
4699,2076,4724,2107,-1,melon
4656,2070,4684,2104,-1,melon
3352,2082,3370,2104,-1,melon
2655,2059,2688,2096,-1,melon
3983,2062,4014,2096,-1,melon
3804,2060,3833,2095,-1,melon
4044,2060,4072,2095,-1,melon
5388,2070,5426,2095,-1,melon
4008,2061,4045,2088,-1,melon
2371,2069,2395,2088,-1,melon
3190,2057,3216,2085,-1,melon
3634,2041,3657,2075,-1,melon
4701,2044,4727,2072,-1,melon
329,2053,355,2071,-1,melon
3704,2035,3730,2070,-1,melon
2605,2037,2623,2060,-1,melon
3748,2015,3781,2040,-1,melon
144,2022,172,2040,-1,melon
2628,1996,2661,2038,-1,melon
4998,2008,5042,2035,-1,melon
130,1995,176,2032,-1,melon
367,1982,395,2028,-1,melon
2682,1986,2716,2026,-1,melon
5081,1985,5115,2026,-1,melon
3357,1993,3384,2024,-1,melon
5041,1995,5087,2022,-1,melon
736,1985,758,2017,-1,melon
3735,1980,3772,2011,-1,melon
3322,1978,3352,2007,-1,melon
287,1980,327,2005,-1,melon
3638,1963,3663,1999,-1,melon
991,1973,1035,1996,-1,melon
71,1970,114,1995,-1,melon
5018,1964,5062,1992,-1,melon
757,1960,790,1983,-1,melon
1002,1947,1048,1981,-1,melon
2356,1939,2386,1968,-1,melon
4729,1925,4763,1967,-1,melon
3644,1929,3673,1965,-1,melon
708,1938,736,1963,-1,melon
2303,1937,2335,1962,-1,melon
3986,1925,4020,1951,-1,melon
1057,1910,1086,1949,-1,melon
2349,1914,2375,1945,-1,melon
2657,1917,2687,1944,-1,melon
2319,1903,2349,1926,-1,melon
2627,1874,2664,1908,-1,melon
2595,1872,2625,1906,-1,melon
5055,1864,5085,1902,-1,melon
3361,1871,3388,1898,-1,melon
4077,1876,4102,1898,-1,melon
258,1863,309,1895,-1,melon
3341,1857,3367,1887,-1,melon
609,1853,641,1885,-1,melon
5313,1844,5342,1882,-1,melon
3634,1844,3665,1877,-1,melon
239,1837,269,1875,-1,melon
492,1840,519,1870,-1,melon
2662,1822,2700,1863,-1,melon
4999,1833,5030,1860,-1,melon
3309,1828,3331,1855,-1,melon
4026,1812,4055,1848,-1,melon
4694,1821,4733,1842,-1,melon
1008,1791,1038,1833,-1,melon
4750,1803,4779,1833,-1,melon
5315,1802,5358,1828,-1,melon
3314,1801,3339,1828,-1,melon
322,1790,359,1823,-1,melon
108,1780,139,1821,-1,melon
4593,1771,4628,1799,-1,melon
3083,1775,3107,1797,-1,melon
5041,1766,5070,1796,-1,melon
87,1763,128,1796,-1,melon
5338,1758,5371,1795,-1,melon
4012,1759,4043,1794,-1,melon
746,1772,785,1794,-1,melon
306,1771,343,1794,-1,melon
3463,1764,3483,1785,-1,melon
985,1750,1028,1784,-1,melon
3348,1755,3372,1781,-1,melon
3372,1757,3396,1781,-1,melon
2657,1735,2681,1778,-1,melon
4656,1749,4686,1777,-1,melon
3313,1754,3333,1774,-1,melon
3969,1751,3998,1773,-1,melon
4051,1731,4078,1768,-1,melon
4818,1736,4849,1761,-1,melon
4677,1729,4708,1753,-1,melon
5290,1711,5330,1753,-1,melon
3321,1725,3344,1751,-1,melon
3944,1723,3973,1750,-1,melon
3092,1721,3113,1744,-1,melon
2298,1707,2330,1740,-1,melon
4708,1705,4736,1737,-1,melon
3276,1705,3301,1733,-1,melon
4661,1703,4703,1731,-1,melon
5042,1701,5071,1726,-1,melon
75,1685,115,1722,-1,melon
2617,1685,2662,1716,-1,melon
741,1681,761,1712,-1,melon
117,1671,156,1710,-1,melon
4983,1681,5006,1707,-1,melon
1038,1673,1064,1702,-1,melon
3347,1673,3370,1702,-1,melon
3988,1675,4018,1702,-1,melon
4691,1661,4721,1699,-1,melon
2333,1668,2364,1696,-1,melon
382,1646,411,1682,-1,melon
3687,1643,3723,1681,-1,melon
3205,1653,3228,1676,-1,melon
5299,1649,5335,1674,-1,melon
4632,1652,4666,1673,-1,melon
5016,1648,5053,1673,-1,melon
3255,1643,3284,1671,-1,melon
3423,1647,3445,1665,-1,melon
2638,1635,2676,1662,-1,melon
5041,1638,5066,1662,-1,melon
1095,1620,1126,1661,-1,melon
3982,1634,4017,1658,-1,melon
2311,1626,2341,1657,-1,melon
4650,1628,4681,1656,-1,melon
3668,1620,3692,1654,-1,melon
5081,1631,5105,1649,-1,melon
5043,1620,5073,1640,-1,melon
2618,1598,2650,1636,-1,melon
5016,1608,5040,1632,-1,melon
2679,1591,2707,1630,-1,melon
3989,1605,4015,1628,-1,melon
3971,1593,3995,1617,-1,melon
80,1585,132,1615,-1,melon
1003,1584,1040,1605,-1,melon
5329,1577,5374,1604,-1,melon
400,1572,425,1602,-1,melon
4996,1559,5024,1591,-1,melon
4692,1548,4721,1587,-1,melon
4569,1553,4598,1586,-1,melon
4720,1552,4754,1585,-1,melon
3297,1551,3325,1583,-1,melon
317,1550,350,1577,-1,melon
864,1546,903,1576,-1,melon
2285,1539,2313,1571,-1,melon
833,1530,868,1567,-1,melon
293,1540,324,1566,-1,melon
979,1533,1025,1559,-1,melon
4005,1529,4031,1555,-1,melon
5324,1519,5364,1552,-1,melon
135,1525,178,1552,-1,melon
3055,1527,3075,1546,-1,melon
320,1504,345,1540,-1,melon
5034,1512,5070,1538,-1,melon
3470,1500,3492,1534,-1,melon
2302,1508,2336,1533,-1,melon
2652,1487,2679,1533,-1,melon
4998,1500,5022,1533,-1,melon
489,1503,526,1531,-1,melon
139,1504,186,1531,-1,melon
5315,1491,5365,1523,-1,melon
2608,1493,2648,1521,-1,melon
4548,1492,4577,1520,-1,melon
2259,1489,2288,1517,-1,melon
3286,1491,3313,1515,-1,melon
2296,1479,2323,1508,-1,melon
3357,1475,3383,1503,-1,melon
5366,1457,5401,1502,-1,melon
451,1464,471,1495,-1,melon
123,1446,153,1486,-1,melon
5028,1457,5057,1483,-1,melon
320,1440,354,1480,-1,melon
3072,1459,3093,1479,-1,melon
3286,1451,3304,1476,-1,melon
968,1450,1004,1474,-1,melon
2329,1428,2360,1473,-1,melon
3615,1433,3636,1471,-1,melon
3593,1428,3615,1464,-1,melon
986,1425,1032,1462,-1,melon
3836,1434,3855,1456,-1,melon
5033,1417,5067,1454,-1,melon
3354,1430,3380,1452,-1,melon
4019,1412,4048,1448,-1,melon
4688,1406,4720,1439,-1,melon
3980,1401,4011,1438,-1,melon
3581,1395,3605,1437,-1,melon
142,1404,180,1435,-1,melon
4660,1399,4684,1427,-1,melon
5073,1396,5110,1426,-1,melon
2319,1377,2352,1422,-1,melon
4625,1392,4657,1422,-1,melon
2270,1387,2309,1420,-1,melon
297,1389,335,1414,-1,melon
3949,1384,3986,1413,-1,melon
3670,1381,3703,1411,-1,melon
3081,1387,3102,1408,-1,melon
3881,1379,3908,1405,-1,melon
49,1368,89,1399,-1,melon
2663,1351,2690,1398,-1,melon
2940,1372,2965,1397,-1,melon
3915,1369,3943,1396,-1,melon
4549,1366,4583,1391,-1,melon
4690,1361,4729,1390,-1,melon
943,1366,973,1383,-1,melon
5313,1346,5363,1378,-1,melon
52,1342,82,1374,-1,melon
4984,1331,5012,1363,-1,melon
2671,1329,2697,1362,-1,melon
5011,1329,5044,1357,-1,melon
4961,1326,4989,1354,-1,melon
2999,1330,3022,1353,-1,melon
617,1323,666,1353,-1,melon
5312,1316,5362,1348,-1,melon
3582,1319,3617,1342,-1,melon
569,1302,589,1340,-1,melon
369,1308,401,1331,-1,melon
2671,1293,2691,1331,-1,melon
4001,1294,4030,1330,-1,melon
615,1296,654,1327,-1,melon
5308,1285,5358,1323,-1,melon
355,1279,389,1319,-1,melon
4957,1289,4990,1314,-1,melon
1058,1272,1084,1310,-1,melon
987,1278,1030,1307,-1,melon
4052,1278,4077,1302,-1,melon
599,1265,645,1298,-1,melon
94,1254,125,1297,-1,melon
71,1265,97,1294,-1,melon
3983,1266,4011,1292,-1,melon
5343,1242,5374,1283,-1,melon
665,1245,691,1280,-1,melon
328,1245,372,1279,-1,melon
2612,1239,2654,1279,-1,melon
5045,1246,5071,1276,-1,melon
4003,1249,4032,1275,-1,melon
4979,1241,5006,1272,-1,melon
3514,1240,3554,1265,-1,melon
3729,1229,3749,1264,-1,melon
599,1239,648,1263,-1,melon
989,1208,1018,1255,-1,melon
5317,1228,5356,1255,-1,melon
2905,1228,2928,1254,-1,melon
3301,1229,3324,1251,-1,melon
3206,1213,3238,1250,-1,melon
221,1228,250,1247,-1,melon
5365,1211,5396,1247,-1,melon
957,1209,999,1243,-1,melon
4990,1199,5026,1230,-1,melon
5291,1198,5326,1229,-1,melon
73,1174,119,1218,-1,melon
637,1174,664,1217,-1,melon
4055,1185,4082,1213,-1,melon
4007,1183,4035,1211,-1,melon
4991,1160,5035,1189,-1,melon
1,1158,28,1180,-1,melon
5310,1152,5347,1179,-1,melon
3288,1153,3317,1178,-1,melon
42,1138,72,1178,-1,melon
932,1142,969,1174,-1,melon
2626,1137,2664,1170,-1,melon
3926,1129,3973,1163,-1,melon
299,1118,331,1159,-1,melon
5054,1122,5091,1151,-1,melon
3999,1117,4026,1143,-1,melon
910,1115,949,1143,-1,melon
3654,1116,3697,1141,-1,melon
4969,1100,5009,1128,-1,melon
4025,1094,4059,1128,-1,melon
1054,1107,1092,1127,-1,melon
261,1099,294,1121,-1,melon
983,1093,1018,1116,-1,melon
3604,1077,3629,1116,-1,melon
2626,1072,2653,1114,-1,melon
5023,1079,5057,1111,-1,melon
4044,1079,4072,1106,-1,melon
4585,1070,4616,1100,-1,melon
4097,1066,4127,1095,-1,melon
4675,1067,4707,1094,-1,melon
28,1058,78,1088,-1,melon
324,1052,362,1087,-1,melon
4017,1062,4042,1087,-1,melon
4617,1051,4648,1080,-1,melon
282,1056,319,1080,-1,melon
2649,1038,2692,1080,-1,melon
511,1049,550,1073,-1,melon
633,1047,673,1073,-1,melon
4967,1043,5004,1072,-1,melon
3243,1042,3268,1071,-1,melon
976,1040,1020,1069,-1,melon
3202,1041,3222,1065,-1,melon
4690,1029,4724,1064,-1,melon
78,1017,108,1052,-1,melon
4956,1021,4981,1048,-1,melon
5046,1017,5068,1041,-1,melon
4970,1006,4998,1038,-1,melon
4667,1001,4700,1034,-1,melon
4018,1001,4047,1027,-1,melon
5304,982,5346,1016,-1,melon
2617,970,2641,1014,-1,melon
4617,982,4646,1010,-1,melon
3795,984,3829,1008,-1,melon
3306,978,3326,1001,-1,melon
616,973,661,996,-1,melon
3581,961,3621,994,-1,melon
5370,942,5408,992,-1,melon
5257,960,5295,988,-1,melon
383,958,429,987,-1,melon
2604,937,2631,974,-1,melon
4675,951,4706,974,-1,melon
324,925,364,972,-1,melon
89,934,117,971,-1,melon
654,936,676,968,-1,melon
5299,941,5341,966,-1,melon
3328,939,3352,965,-1,melon
4638,937,4678,963,-1,melon
261,938,294,961,-1,melon
47,921,82,954,-1,melon
5260,922,5300,950,-1,melon
3399,916,3424,950,-1,melon
633,912,664,947,-1,melon
964,907,1004,940,-1,melon
3321,918,3349,939,-1,melon
4637,917,4675,938,-1,melon
37,908,66,935,-1,melon
3566,891,3594,934,-1,melon
4668,892,4692,928,-1,melon
2552,882,2603,927,-1,melon
615,898,660,927,-1,melon
3940,895,3972,927,-1,melon
2656,892,2697,925,-1,melon
3618,896,3661,923,-1,melon
4626,888,4651,922,-1,melon
4577,895,4610,921,-1,melon
5327,884,5374,916,-1,melon
3380,869,3402,892,-1,melon
3260,859,3293,891,-1,melon
5342,862,5391,888,-1,melon
4664,857,4695,887,-1,melon
868,863,906,884,-1,melon
