xmin_original,ymin_original,xmax_original,ymax_original,score,class
686,3385,719,3419,-1,melon
426,3386,452,3417,-1,melon
1931,3384,1959,3413,-1,melon
31,3370,70,3407,-1,melon
2463,3386,2482,3407,-1,melon
3205,3376,3234,3407,-1,melon
2489,3374,2514,3402,-1,melon
438,3368,473,3396,-1,melon
1480,3356,1506,3393,-1,melon
3826,3349,3857,3392,-1,melon
1128,3357,1179,3391,-1,melon
3889,3347,3921,3387,-1,melon
1433,3350,1463,3381,-1,melon
4199,3337,4229,3371,-1,melon
444,3341,471,3369,-1,melon
2872,3331,2905,3359,-1,melon
1789,3315,1817,3358,-1,melon
1133,3327,1171,3357,-1,melon
1913,3316,1943,3353,-1,melon
1755,3314,1793,3348,-1,melon
3864,3316,3900,3348,-1,melon
1483,3300,1506,3334,-1,melon
764,3298,805,3333,-1,melon
813,3292,853,3329,-1,melon
4178,3298,4210,3327,-1,melon
2837,3286,2862,3324,-1,melon
3254,3284,3279,3316,-1,melon
2934,3277,2963,3307,-1,melon
3302,3277,3326,3303,-1,melon
1124,3271,1169,3301,-1,melon
2810,3258,2842,3300,-1,melon
3883,3265,3924,3298,-1,melon
3086,3280,3106,3296,-1,melon
2515,3268,2543,3295,-1,melon
4211,3252,4246,3289,-1,melon
77,3253,103,3284,-1,melon
612,3247,646,3283,-1,melon
1467,3257,1488,3282,-1,melon
3164,3250,3189,3281,-1,melon
1432,3245,1461,3269,-1,melon
3437,3243,3457,3265,-1,melon
2813,3227,2850,3257,-1,melon
2512,3225,2540,3254,-1,melon
1403,3236,1423,3254,-1,melon
3236,3222,3261,3252,-1,melon
71,3225,114,3251,-1,melon
1851,3228,1883,3251,-1,melon
1443,3224,1464,3249,-1,melon
3864,3200,3886,3244,-1,melon
3423,3215,3445,3241,-1,melon
9,3213,48,3240,-1,melon
1797,3198,1823,3239,-1,melon
1457,3212,1492,3238,-1,melon
101,3201,140,3235,-1,melon
2872,3190,2898,3230,-1,melon
3194,3201,3217,3229,-1,melon
10,3164,53,3204,-1,melon
2559,3177,2588,3204,-1,melon
3586,3172,3611,3198,-1,melon
3168,3165,3192,3198,-1,melon
1822,3168,1853,3195,-1,melon
2454,3155,2480,3194,-1,melon
1783,3158,1811,3193,-1,melon
3143,3167,3168,3192,-1,melon
3509,3163,3532,3188,-1,melon
3434,3162,3456,3183,-1,melon
3051,3153,3073,3180,-1,melon
2534,3149,2563,3177,-1,melon
5412,3147,5452,3177,-1,melon
1811,3144,1839,3175,-1,melon
2491,3128,2521,3165,-1,melon
1178,3120,1218,3162,-1,melon
3853,3115,3885,3155,-1,melon
1667,3127,1693,3154,-1,melon
3202,3121,3229,3153,-1,melon
1836,3117,1864,3148,-1,melon
1897,3098,1932,3131,-1,melon
486,3097,521,3128,-1,melon
3213,3093,3236,3124,-1,melon
1447,3085,1470,3116,-1,melon
1,3085,34,3116,-1,melon
56,3093,80,3112,-1,melon
419,3080,459,3110,-1,melon
2481,3072,2506,3107,-1,melon
3927,3071,3954,3107,-1,melon
3892,3071,3925,3103,-1,melon
64,3054,114,3095,-1,melon
2847,3055,2872,3093,-1,melon
3177,3059,3206,3093,-1,melon
517,3066,544,3091,-1,melon
1743,3058,1781,3091,-1,melon
1,3055,26,3088,-1,melon
2877,3057,2905,3087,-1,melon
2543,3047,2567,3085,-1,melon
4204,3061,4231,3085,-1,melon
1790,3051,1826,3082,-1,melon
420,3048,455,3079,-1,melon
3157,3047,3182,3079,-1,melon
2827,3050,2848,3078,-1,melon
4176,3042,4204,3074,-1,melon
1151,3040,1195,3067,-1,melon
3867,3027,3896,3059,-1,melon
499,3025,531,3053,-1,melon
4220,3023,4251,3051,-1,melon
92,3010,124,3044,-1,melon
4174,3018,4199,3041,-1,melon
2436,3015,2458,3041,-1,melon
3528,3011,3550,3036,-1,melon
3473,3011,3491,3032,-1,melon
2849,2994,2873,3030,-1,melon
442,3001,472,3024,-1,melon
3566,2998,3588,3019,-1,melon
2492,2991,2516,3019,-1,melon
49,2984,87,3016,-1,melon
486,2965,521,3010,-1,melon
3601,2984,3624,3009,-1,melon
2873,2969,2901,3005,-1,melon
2525,2966,2554,2996,-1,melon
42,2953,72,2993,-1,melon
2475,2948,2510,2989,-1,melon
3841,2944,3874,2987,-1,melon
3471,2961,3493,2986,-1,melon
2303,2962,2325,2986,-1,melon
3894,2934,3930,2982,-1,melon
2751,2945,2774,2977,-1,melon
2885,2933,2909,2971,-1,melon
3200,2936,3226,2967,-1,melon
407,2931,454,2966,-1,melon
1769,2920,1798,2963,-1,melon
5184,2935,5223,2962,-1,melon
737,2936,769,2962,-1,melon
3167,2919,3196,2951,-1,melon
2776,2915,2807,2947,-1,melon
1832,2919,1860,2945,-1,melon
3934,2911,3953,2937,-1,melon
493,2913,519,2937,-1,melon
4165,2893,4191,2915,-1,melon
3874,2877,3906,2915,-1,melon
1463,2883,1504,2912,-1,melon
23,2875,57,2910,-1,melon
2767,2884,2801,2910,-1,melon
65,2865,94,2902,-1,melon
5381,2873,5423,2899,-1,melon
2820,2856,2846,2893,-1,melon
2895,2857,2918,2891,-1,melon
7,2850,60,2891,-1,melon
432,2870,452,2890,-1,melon
1412,2843,1440,2885,-1,melon
3335,2857,3360,2885,-1,melon
5437,2834,5464,2879,-1,melon
4182,2845,4206,2876,-1,melon
1438,2850,1475,2875,-1,melon
4257,2855,4274,2873,-1,melon
3900,2840,3938,2871,-1,melon
506,2829,546,2867,-1,melon
1488,2838,1526,2865,-1,melon
3185,2836,3205,2857,-1,melon
2716,2824,2744,2857,-1,melon
2536,2820,2565,2856,-1,melon
2505,2826,2541,2855,-1,melon
2478,2817,2503,2854,-1,melon
3208,2826,3234,2852,-1,melon
3866,2803,3897,2848,-1,melon
2891,2809,2921,2843,-1,melon
22,2813,66,2842,-1,melon
5423,2804,5469,2840,-1,melon
1810,2810,1831,2838,-1,melon
2824,2803,2859,2837,-1,melon
80,2812,104,2837,-1,melon
3371,2807,3392,2827,-1,melon
3084,2796,3110,2823,-1,melon
3314,2802,3334,2823,-1,melon
1856,2782,1880,2815,-1,melon
2623,2770,2651,2804,-1,melon
4166,2777,4195,2802,-1,melon
507,2763,544,2799,-1,melon
2517,2759,2543,2797,-1,melon
4197,2764,4220,2795,-1,melon
5433,2760,5469,2792,-1,melon
2875,2760,2899,2791,-1,melon
1102,2762,1134,2788,-1,melon
3892,2736,3921,2782,-1,melon
1096,2736,1131,2762,-1,melon
1854,2735,1887,2759,-1,melon
4260,2736,4285,2757,-1,melon
1465,2712,1500,2754,-1,melon
4210,2732,4230,2752,-1,melon
424,2717,459,2749,-1,melon
4170,2708,4199,2743,-1,melon
1151,2705,1179,2743,-1,melon
2855,2703,2879,2739,-1,melon
57,2713,105,2738,-1,melon
3519,2704,3542,2726,-1,melon
3838,2695,3874,2725,-1,melon
4196,2703,4214,2723,-1,melon
3194,2698,3219,2722,-1,melon
1418,2679,1448,2719,-1,melon
430,2685,466,2717,-1,melon
1788,2689,1806,2716,-1,melon
2819,2682,2857,2710,-1,melon
3176,2683,3198,2708,-1,melon
3565,2669,3587,2693,-1,melon
2471,2666,2500,2688,-1,melon
1167,2646,1202,2684,-1,melon
114,2638,151,2674,-1,melon
2485,2639,2511,2669,-1,melon
3159,2641,3182,2665,-1,melon
488,2618,526,2657,-1,melon
1100,2631,1141,2656,-1,melon
1199,2629,1240,2656,-1,melon
2504,2614,2529,2653,-1,melon
3194,2627,3216,2650,-1,melon
454,2615,485,2650,-1,melon
5426,2618,5469,2641,-1,melon
3173,2617,3193,2639,-1,melon
2892,2597,2919,2638,-1,melon
715,2608,743,2637,-1,melon
4224,2608,4258,2636,-1,melon
72,2610,111,2636,-1,melon
2467,2604,2496,2629,-1,melon
1469,2597,1494,2627,-1,melon
3953,2572,3987,2622,-1,melon
3183,2601,3201,2621,-1,melon
1490,2593,1516,2620,-1,melon
3161,2587,3186,2619,-1,melon
456,2594,484,2613,-1,melon
4147,2585,4182,2612,-1,melon
3870,2579,3913,2611,-1,melon
2519,2578,2559,2607,-1,melon
5445,2563,5469,2600,-1,melon
108,2561,156,2593,-1,melon
1848,2554,1878,2586,-1,melon
4226,2549,4259,2583,-1,melon
4175,2556,4212,2581,-1,melon
3510,2554,3532,2579,-1,melon
1500,2549,1533,2575,-1,melon
1141,2535,1191,2571,-1,melon
1430,2527,1460,2569,-1,melon
2541,2541,2575,2567,-1,melon
2893,2523,2917,2561,-1,melon
4170,2528,4206,2557,-1,melon
2814,2531,2852,2555,-1,melon
3503,2527,3525,2553,-1,melon
2877,2513,2900,2551,-1,melon
3140,2519,3164,2546,-1,melon
2850,2514,2876,2545,-1,melon
3973,2506,4009,2543,-1,melon
3827,2516,3860,2542,-1,melon
1172,2497,1207,2535,-1,melon
2920,2500,2939,2531,-1,melon
2827,2503,2864,2529,-1,melon
2499,2496,2529,2529,-1,melon
479,2491,514,2528,-1,melon
2524,2486,2553,2527,-1,melon
1519,2498,1557,2527,-1,melon
1475,2502,1512,2526,-1,melon
3495,2503,3517,2525,-1,melon
533,2494,569,2522,-1,melon
3247,2497,3271,2521,-1,melon
1757,2495,1794,2520,-1,melon
3527,2499,3549,2520,-1,melon
3147,2494,3169,2519,-1,melon
154,2494,185,2519,-1,melon
3169,2492,3191,2510,-1,melon
1491,2477,1535,2510,-1,melon
965,2480,994,2508,-1,melon
1182,2462,1210,2500,-1,melon
1677,2463,1706,2500,-1,melon
1763,2467,1792,2499,-1,melon
4229,2467,4269,2498,-1,melon
1994,2460,2022,2493,-1,melon
3166,2467,3186,2493,-1,melon
1157,2448,1190,2484,-1,melon
448,2451,486,2484,-1,melon
3208,2452,3231,2477,-1,melon
700,2445,742,2476,-1,melon
42,2437,74,2471,-1,melon
3485,2450,3507,2470,-1,melon
3533,2445,3556,2465,-1,melon
2811,2433,2852,2459,-1,melon
2911,2426,2946,2458,-1,melon
1820,2423,1845,2455,-1,melon
668,2427,708,2455,-1,melon
3522,2422,3543,2447,-1,melon
438,2405,474,2445,-1,melon
71,2418,107,2441,-1,melon
4165,2406,4205,2434,-1,melon
530,2411,562,2432,-1,melon
100,2402,153,2431,-1,melon
3483,2407,3506,2429,-1,melon
3949,2398,3982,2429,-1,melon
3921,2375,3950,2423,-1,melon
3168,2394,3192,2420,-1,melon
548,2381,577,2408,-1,melon
1751,2363,1784,2408,-1,melon
3864,2357,3911,2397,-1,melon
1844,2358,1874,2394,-1,melon
3527,2373,3551,2394,-1,melon
3251,2367,3272,2387,-1,melon
4256,2356,4292,2387,-1,melon
1458,2345,1498,2378,-1,melon
1429,2350,1457,2378,-1,melon
3519,2354,3543,2376,-1,melon
674,2337,702,2373,-1,melon
2864,2344,2895,2373,-1,melon
3202,2346,3230,2373,-1,melon
3245,2345,3268,2370,-1,melon
3150,2338,3180,2365,-1,melon
3941,2341,3976,2362,-1,melon
54,2317,87,2361,-1,melon
1844,2329,1867,2359,-1,melon
1120,2332,1148,2355,-1,melon
4203,2322,4236,2353,-1,melon
3211,2313,3236,2350,-1,melon
2858,2320,2887,2347,-1,melon
1426,2320,1461,2346,-1,melon
1097,2314,1120,2345,-1,melon
3500,2322,3521,2345,-1,melon
450,2313,495,2344,-1,melon
3167,2312,3196,2342,-1,melon
1514,2305,1537,2340,-1,melon
3521,2313,3541,2337,-1,melon
1854,2312,1887,2330,-1,melon
717,2292,744,2327,-1,melon
744,2295,773,2322,-1,melon
1853,2286,1880,2312,-1,melon
1981,2277,2021,2308,-1,melon
1170,2281,1197,2308,-1,melon
3399,2280,3426,2305,-1,melon
3592,2286,3609,2304,-1,melon
2445,2274,2468,2303,-1,melon
1147,2275,1172,2300,-1,melon
2899,2274,2934,2300,-1,melon
3885,2252,3916,2293,-1,melon
1830,2267,1856,2292,-1,melon
2942,2262,2977,2292,-1,melon
4211,2248,4246,2284,-1,melon
2815,2252,2848,2281,-1,melon
746,2251,789,2278,-1,melon
471,2239,502,2266,-1,melon
1507,2225,1538,2259,-1,melon
268,2219,295,2255,-1,melon
3171,2215,3197,2245,-1,melon
2708,2201,2731,2225,-1,melon
5427,2194,5459,2223,-1,melon
435,2188,474,2221,-1,melon
2459,2189,2497,2215,-1,melon
1483,2185,1525,2214,-1,melon
759,2185,794,2212,-1,melon
2799,2187,2833,2211,-1,melon
4182,2170,4217,2206,-1,melon
3195,2172,3221,2202,-1,melon
1851,2175,1874,2202,-1,melon
1440,2156,1470,2202,-1,melon
2544,2166,2572,2199,-1,melon
2854,2160,2878,2198,-1,melon
1409,2156,1439,2195,-1,melon
2487,2148,2514,2190,-1,melon
4272,2151,4301,2187,-1,melon
121,2154,149,2184,-1,melon
475,2160,502,2183,-1,melon
4993,2165,5010,2182,-1,melon
3205,2150,3237,2181,-1,melon
2883,2145,2922,2179,-1,melon
274,2152,298,2177,-1,melon
2516,2138,2539,2175,-1,melon
4241,2138,4274,2173,-1,melon
502,2133,534,2171,-1,melon
456,2126,490,2162,-1,melon
3902,2127,3938,2155,-1,melon
3194,2129,3220,2155,-1,melon
4305,2133,4323,2154,-1,melon
2850,2128,2877,2152,-1,melon
2897,2119,2928,2150,-1,melon
2367,2124,2396,2147,-1,melon
1836,2116,1866,2146,-1,melon
3539,2125,3562,2145,-1,melon
3138,2115,3163,2144,-1,melon
3170,2111,3195,2143,-1,melon
2419,2112,2448,2136,-1,melon
3379,2111,3401,2133,-1,melon
3545,2104,3569,2127,-1,melon
3954,2080,3982,2126,-1,melon
3510,2098,3531,2123,-1,melon
101,2096,146,2123,-1,melon
2547,2096,2584,2123,-1,melon
735,2090,767,2121,-1,melon
2874,2084,2901,2119,-1,melon
3860,2082,3902,2114,-1,melon
2494,2079,2527,2100,-1,melon
437,2061,473,2096,-1,melon
3504,2070,3526,2095,-1,melon
1167,2055,1189,2094,-1,melon
2518,2055,2556,2079,-1,melon
4189,2034,4221,2076,-1,melon
1787,2039,1809,2074,-1,melon
2495,2040,2523,2074,-1,melon
1852,2042,1877,2066,-1,melon
1431,2035,1456,2064,-1,melon
474,2026,510,2062,-1,melon
134,2007,179,2038,-1,melon
2885,2004,2913,2036,-1,melon
3517,2010,3539,2033,-1,melon
3880,2010,3911,2032,-1,melon
726,2004,752,2027,-1,melon
1406,1999,1433,2024,-1,melon
2477,1987,2503,2024,-1,melon
503,1986,531,2016,-1,melon
87,1974,127,2016,-1,melon
2521,1987,2537,2012,-1,melon
3864,1961,3893,2005,-1,melon
1868,1974,1886,2003,-1,melon
597,1973,637,2000,-1,melon
2494,1959,2520,1997,-1,melon
1849,1964,1868,1996,-1,melon
183,1955,213,1996,-1,melon
2888,1952,2915,1993,-1,melon
5411,1973,5453,1991,-1,melon
3217,1951,3247,1984,-1,melon
1797,1947,1818,1981,-1,melon
1468,1949,1504,1976,-1,melon
766,1938,793,1973,-1,melon
5404,1951,5451,1970,-1,melon
1508,1935,1547,1964,-1,melon
2565,1937,2588,1960,-1,melon
3488,1941,3512,1959,-1,melon
3194,1932,3221,1959,-1,melon
692,1933,727,1957,-1,melon
427,1918,456,1954,-1,melon
475,1924,516,1951,-1,melon
2488,1920,2514,1950,-1,melon
2545,1915,2573,1944,-1,melon
126,1899,162,1944,-1,melon
3135,1916,3164,1941,-1,melon
454,1913,484,1940,-1,melon
2876,1900,2905,1935,-1,melon
494,1902,528,1931,-1,melon
1477,1904,1505,1929,-1,melon
3869,1886,3899,1915,-1,melon
1834,1883,1876,1910,-1,melon
4218,1883,4249,1908,-1,melon
809,1877,836,1906,-1,melon
3133,1880,3157,1906,-1,melon
2837,1870,2861,1904,-1,melon
509,1876,534,1904,-1,melon
2477,1875,2505,1903,-1,melon
3167,1875,3194,1901,-1,melon
3861,1869,3883,1899,-1,melon
2857,1857,2884,1891,-1,melon
711,1860,747,1889,-1,melon
3895,1868,3933,1889,-1,melon
2499,1867,2523,1887,-1,melon
83,1839,110,1882,-1,melon
3172,1854,3194,1876,-1,melon
2541,1839,2568,1876,-1,melon
1866,1841,1898,1876,-1,melon
2925,1845,2962,1875,-1,melon
123,1835,158,1863,-1,melon
742,1825,770,1857,-1,melon
4191,1822,4235,1855,-1,melon
1842,1821,1868,1854,-1,melon
2492,1824,2519,1852,-1,melon
1100,1813,1141,1849,-1,melon
3918,1822,3951,1848,-1,melon
2846,1821,2876,1845,-1,melon
1168,1818,1197,1845,-1,melon
2538,1813,2568,1836,-1,melon
2577,1806,2596,1832,-1,melon
2869,1800,2896,1826,-1,melon
4190,1792,4212,1823,-1,melon
3884,1787,3905,1821,-1,melon
1096,1782,1140,1815,-1,melon
3325,1788,3349,1812,-1,melon
1839,1783,1871,1811,-1,melon
762,1775,791,1803,-1,melon
68,1758,104,1803,-1,melon
1493,1777,1526,1801,-1,melon
813,1767,851,1799,-1,melon
1440,1763,1472,1794,-1,melon
1095,1746,1132,1780,-1,melon
1858,1754,1884,1775,-1,melon
773,1746,801,1775,-1,melon
138,1749,184,1774,-1,melon
1821,1743,1847,1772,-1,melon
3201,1742,3225,1770,-1,melon
2566,1736,2596,1768,-1,melon
2885,1743,2920,1768,-1,melon
1489,1741,1518,1762,-1,melon
1458,1738,1481,1757,-1,melon
1114,1717,1167,1748,-1,melon
141,1728,180,1748,-1,melon
1881,1706,1905,1748,-1,melon
1467,1705,1495,1733,-1,melon
1846,1705,1883,1730,-1,melon
1502,1694,1527,1729,-1,melon
797,1700,828,1729,-1,melon
3921,1687,3961,1724,-1,melon
470,1684,501,1723,-1,melon
3877,1675,3903,1723,-1,melon
1096,1693,1130,1722,-1,melon
509,1692,539,1718,-1,melon
2918,1672,2947,1709,-1,melon
126,1665,156,1703,-1,melon
3507,1680,3530,1702,-1,melon
429,1666,455,1701,-1,melon
754,1678,781,1699,-1,melon
152,1662,194,1690,-1,melon
743,1653,765,1684,-1,melon
3309,1654,3335,1682,-1,melon
2473,1654,2505,1679,-1,melon
1121,1639,1145,1679,-1,melon
3199,1657,3219,1678,-1,melon
1478,1647,1504,1673,-1,melon
2501,1648,2539,1671,-1,melon
1855,1635,1884,1671,-1,melon
486,1640,522,1670,-1,melon
445,1644,471,1668,-1,melon
1166,1640,1208,1665,-1,melon
3220,1637,3241,1664,-1,melon
3503,1641,3523,1663,-1,melon
1220,1636,1263,1663,-1,melon
2565,1639,2600,1662,-1,melon
3525,1640,3543,1658,-1,melon
1148,1620,1181,1657,-1,melon
764,1615,796,1657,-1,melon
1518,1629,1539,1655,-1,melon
1828,1623,1855,1649,-1,melon
2501,1620,2540,1649,-1,melon
115,1618,146,1647,-1,melon
4237,1626,4257,1646,-1,melon
5431,1607,5468,1644,-1,melon
3876,1612,3917,1640,-1,melon
734,1604,762,1639,-1,melon
1111,1604,1153,1635,-1,melon
142,1595,175,1634,-1,melon
3169,1607,3196,1634,-1,melon
2479,1612,2514,1633,-1,melon
4257,1611,4284,1632,-1,melon
3199,1612,3221,1632,-1,melon
447,1594,477,1630,-1,melon
85,1597,118,1628,-1,melon
1868,1607,1898,1628,-1,melon
1816,1591,1840,1624,-1,melon
1191,1582,1225,1622,-1,melon
5414,1596,5453,1621,-1,melon
1691,1587,1717,1617,-1,melon
2402,1590,2426,1616,-1,melon
3206,1584,3224,1606,-1,melon
4168,1576,4197,1598,-1,melon
2039,1559,2065,1596,-1,melon
3914,1554,3954,1588,-1,melon
1853,1562,1882,1588,-1,melon
543,1550,578,1587,-1,melon
703,1560,723,1586,-1,melon
506,1556,543,1586,-1,melon
4351,1559,4373,1584,-1,melon
768,1541,803,1583,-1,melon
4225,1556,4246,1581,-1,melon
1791,1541,1814,1579,-1,melon
3252,1556,3276,1579,-1,melon
147,1535,179,1574,-1,melon
873,1546,909,1574,-1,melon
1834,1542,1857,1574,-1,melon
1185,1527,1220,1573,-1,melon
4206,1544,4227,1565,-1,melon
2877,1530,2906,1565,-1,melon
3216,1528,3241,1555,-1,melon
4179,1527,4209,1549,-1,melon
4209,1519,4229,1545,-1,melon
1823,1510,1851,1541,-1,melon
1501,1512,1526,1539,-1,melon
3185,1515,3210,1539,-1,melon
2897,1508,2928,1536,-1,melon
476,1497,501,1531,-1,melon
1476,1504,1502,1530,-1,melon
2481,1502,2516,1530,-1,melon
3157,1503,3180,1529,-1,melon
4187,1506,4206,1528,-1,melon
3208,1501,3233,1526,-1,melon
189,1500,224,1521,-1,melon
2566,1492,2601,1516,-1,melon
1504,1490,1532,1514,-1,melon
525,1475,564,1506,-1,melon
775,1480,801,1506,-1,melon
92,1470,125,1500,-1,melon
3162,1472,3187,1499,-1,melon
5245,1467,5275,1498,-1,melon
173,1472,216,1498,-1,melon
448,1478,476,1496,-1,melon
1833,1466,1863,1496,-1,melon
1433,1476,1450,1494,-1,melon
1466,1466,1492,1493,-1,melon
3884,1468,3926,1492,-1,melon
727,1465,757,1490,-1,melon
2573,1461,2592,1490,-1,melon
472,1465,501,1489,-1,melon
2891,1461,2924,1489,-1,melon
5432,1457,5465,1487,-1,melon
3923,1462,3955,1486,-1,melon
3202,1457,3225,1484,-1,melon
766,1449,801,1482,-1,melon
1492,1450,1523,1480,-1,melon
449,1453,484,1479,-1,melon
124,1457,165,1477,-1,melon
3894,1435,3935,1468,-1,melon
470,1434,500,1466,-1,melon
1468,1446,1495,1466,-1,melon
154,1426,191,1456,-1,melon
1198,1425,1217,1454,-1,melon
1459,1425,1478,1445,-1,melon
4202,1415,4233,1437,-1,melon
455,1396,502,1434,-1,melon
3913,1412,3949,1434,-1,melon
2789,1411,2822,1434,-1,melon
3203,1415,3226,1434,-1,melon
1513,1401,1542,1431,-1,melon
780,1404,808,1430,-1,melon
281,1407,314,1429,-1,melon
4262,1405,4279,1429,-1,melon
1459,1397,1490,1420,-1,melon
2858,1381,2882,1420,-1,melon
3221,1389,3246,1416,-1,melon
1225,1367,1255,1414,-1,melon
731,1384,767,1411,-1,melon
4192,1384,4224,1407,-1,melon
2877,1372,2907,1403,-1,melon
3483,1383,3504,1402,-1,melon
134,1369,179,1401,-1,melon
4246,1368,4270,1397,-1,melon
444,1371,476,1391,-1,melon
3214,1368,3238,1389,-1,melon
3248,1363,3278,1389,-1,melon
1189,1360,1233,1386,-1,melon
5425,1349,5458,1382,-1,melon
1508,1364,1533,1381,-1,melon
1131,1346,1166,1377,-1,melon
2864,1350,2898,1377,-1,melon
154,1341,185,1373,-1,melon
3858,1327,3894,1373,-1,melon
2932,1334,2956,1365,-1,melon
2568,1322,2596,1365,-1,melon
123,1315,163,1350,-1,melon
2855,1315,2883,1348,-1,melon
697,1305,725,1341,-1,melon
3207,1308,3235,1334,-1,melon
1475,1301,1510,1328,-1,melon
1529,1304,1555,1328,-1,melon
4244,1304,4271,1323,-1,melon
784,1281,816,1307,-1,melon
120,1262,157,1298,-1,melon
3887,1273,3922,1297,-1,melon
2518,1268,2551,1293,-1,melon
5443,1277,5469,1292,-1,melon
1193,1258,1237,1291,-1,melon
5422,1250,5448,1290,-1,melon
2549,1266,2587,1289,-1,melon
1486,1261,1517,1286,-1,melon
489,1257,527,1284,-1,melon
5384,1251,5414,1283,-1,melon
2922,1246,2949,1283,-1,melon
4197,1252,4224,1283,-1,melon
1095,1256,1120,1280,-1,melon
435,1252,473,1279,-1,melon
146,1256,178,1278,-1,melon
102,1241,132,1270,-1,melon
3324,1230,3349,1263,-1,melon
3912,1235,3941,1258,-1,melon
143,1232,188,1257,-1,melon
1106,1218,1143,1255,-1,melon
4208,1218,4232,1247,-1,melon
5233,1223,5259,1246,-1,melon
3522,1224,3543,1245,-1,melon
3245,1224,3273,1244,-1,melon
548,1216,569,1241,-1,melon
1168,1216,1208,1241,-1,melon
3351,1217,3371,1236,-1,melon
153,1198,185,1232,-1,melon
3149,1207,3169,1226,-1,melon
2924,1200,2957,1224,-1,melon
4213,1195,4239,1222,-1,melon
1212,1190,1256,1221,-1,melon
762,1184,795,1219,-1,melon
431,1190,457,1216,-1,melon
3191,1189,3215,1215,-1,melon
3321,1191,3349,1212,-1,melon
2542,1173,2574,1211,-1,melon
461,1181,493,1209,-1,melon
3237,1188,3254,1205,-1,melon
1192,1166,1219,1205,-1,melon
4205,1175,4228,1197,-1,melon
2857,1162,2894,1194,-1,melon
5436,1168,5469,1190,-1,melon
1521,1145,1547,1190,-1,melon
3526,1159,3549,1179,-1,melon
3178,1142,3201,1170,-1,melon
3875,1129,3906,1168,-1,melon
1106,1141,1144,1165,-1,melon
2573,1129,2597,1160,-1,melon
830,1129,863,1160,-1,melon
2854,1125,2886,1158,-1,melon
861,1124,896,1152,-1,melon
190,1101,232,1126,-1,melon
148,1101,185,1125,-1,melon
1516,1093,1546,1125,-1,melon
1495,1093,1519,1124,-1,melon
1823,1092,1842,1122,-1,melon
1450,1085,1492,1112,-1,melon
117,1070,162,1098,-1,melon
943,1061,978,1094,-1,melon
529,1062,560,1093,-1,melon
4224,1063,4245,1091,-1,melon
1475,1051,1505,1086,-1,melon
5404,1058,5444,1078,-1,melon
5450,1037,5469,1077,-1,melon
3512,1050,3533,1077,-1,melon
2861,1048,2893,1076,-1,melon
1548,1042,1571,1073,-1,melon
3240,1042,3264,1070,-1,melon
1522,1046,1548,1069,-1,melon
419,1040,456,1066,-1,melon
4204,1035,4228,1065,-1,melon
2915,1022,2940,1059,-1,melon
464,1029,497,1056,-1,melon
