xmin_original,ymin_original,xmax_original,ymax_original,score,class
3316,3083,3346,3109,-1,melon
812,3070,847,3107,-1,melon
3663,3077,3692,3107,-1,melon
2914,3075,2940,3105,-1,melon
3283,3071,3310,3099,-1,melon
3253,3058,3278,3085,-1,melon
703,3050,740,3084,-1,melon
1907,3066,1928,3082,-1,melon
2884,3056,2911,3081,-1,melon
2791,3063,2813,3080,-1,melon
2910,3050,2935,3075,-1,melon
2312,3040,2344,3074,-1,melon
462,3046,492,3070,-1,melon
3309,3044,3327,3069,-1,melon
3283,3041,3299,3067,-1,melon
2873,3030,2895,3058,-1,melon
750,3029,786,3054,-1,melon
2916,3028,2939,3053,-1,melon
1267,3028,1294,3051,-1,melon
2893,3021,2917,3050,-1,melon
3283,3013,3307,3045,-1,melon
902,3013,934,3041,-1,melon
3311,3005,3337,3034,-1,melon
2877,3008,2899,3031,-1,melon
1200,3002,1227,3031,-1,melon
3958,3004,3981,3030,-1,melon
3931,3004,3959,3029,-1,melon
2923,3009,2942,3028,-1,melon
382,3002,418,3027,-1,melon
2902,2997,2923,3024,-1,melon
506,2998,531,3023,-1,melon
3984,2994,4016,3023,-1,melon
272,2985,302,3018,-1,melon
3297,2984,3320,3013,-1,melon
3283,2982,3297,3013,-1,melon
3317,2976,3345,3008,-1,melon
3934,2980,3962,3006,-1,melon
342,2974,371,2998,-1,melon
3614,2966,3646,2997,-1,melon
2254,2973,2280,2996,-1,melon
3963,2964,3988,2995,-1,melon
2819,2978,2839,2994,-1,melon
371,2967,403,2994,-1,melon
3988,2972,4009,2990,-1,melon
3942,2954,3969,2980,-1,melon
3914,2952,3943,2979,-1,melon
2891,2956,2915,2979,-1,melon
3029,2948,3058,2973,-1,melon
3976,2945,4003,2971,-1,melon
3629,2945,3653,2970,-1,melon
469,2936,500,2960,-1,melon
305,2935,340,2957,-1,melon
3923,2927,3955,2953,-1,melon
3870,2923,3897,2951,-1,melon
500,2923,528,2950,-1,melon
2073,2922,2096,2948,-1,melon
3588,2917,3618,2946,-1,melon
3979,2919,4006,2945,-1,melon
3618,2917,3642,2944,-1,melon
3559,2913,3587,2940,-1,melon
322,2913,349,2939,-1,melon
3953,2913,3981,2935,-1,melon
4404,2914,4421,2933,-1,melon
3887,2913,3922,2929,-1,melon
1447,2905,1473,2929,-1,melon
3922,2913,3955,2928,-1,melon
3921,2898,3955,2927,-1,melon
3027,2899,3053,2924,-1,melon
3600,2894,3629,2923,-1,melon
3968,2881,4005,2919,-1,melon
3948,2884,3974,2909,-1,melon
271,2883,295,2904,-1,melon
3616,2878,3640,2900,-1,melon
3586,2872,3615,2900,-1,melon
1468,2879,1496,2900,-1,melon
3653,2865,3683,2897,-1,melon
749,2858,789,2890,-1,melon
3957,2861,3990,2886,-1,melon
463,2856,488,2885,-1,melon
3905,2855,3935,2882,-1,melon
3631,2851,3659,2880,-1,melon
1478,2854,1506,2879,-1,melon
3604,2852,3628,2877,-1,melon
3931,2850,3964,2876,-1,melon
1862,2848,1884,2874,-1,melon
3879,2846,3906,2871,-1,melon
1530,2845,1557,2869,-1,melon
3954,2827,3987,2862,-1,melon
3915,2826,3947,2857,-1,melon
3617,2826,3647,2856,-1,melon
4242,2830,4276,2855,-1,melon
3652,2822,3686,2854,-1,melon
2888,2825,2913,2847,-1,melon
1099,2806,1141,2846,-1,melon
1534,2819,1562,2843,-1,melon
1515,2814,1538,2839,-1,melon
4263,2813,4299,2838,-1,melon
771,2804,802,2838,-1,melon
4239,2802,4269,2831,-1,melon
2134,2793,2167,2826,-1,melon
2884,2804,2905,2824,-1,melon
399,2792,426,2823,-1,melon
336,2789,362,2822,-1,melon
1553,2795,1580,2821,-1,melon
2182,2781,2211,2818,-1,melon
1851,2790,1878,2816,-1,melon
1890,2785,1912,2814,-1,melon
2850,2783,2877,2811,-1,melon
4261,2775,4291,2808,-1,melon
3657,2773,3689,2808,-1,melon
684,2777,720,2807,-1,melon
2996,2775,3019,2806,-1,melon
2750,2781,2771,2805,-1,melon
2209,2764,2233,2802,-1,melon
4618,2770,4641,2800,-1,melon
1143,2767,1168,2797,-1,melon
1859,2762,1884,2796,-1,melon
2868,2764,2891,2795,-1,melon
1911,2779,1923,2795,-1,melon
748,2761,779,2794,-1,melon
1840,2769,1860,2793,-1,melon
580,2754,611,2789,-1,melon
1816,2751,1842,2787,-1,melon
398,2761,436,2787,-1,melon
3276,2761,3296,2784,-1,melon
4000,2764,4024,2783,-1,melon
3295,2753,3321,2781,-1,melon
1881,2745,1907,2779,-1,melon
2132,2747,2165,2778,-1,melon
4229,2747,4260,2778,-1,melon
1840,2753,1868,2775,-1,melon
1124,2721,1159,2766,-1,melon
716,2738,747,2766,-1,melon
2958,2739,2985,2766,-1,melon
1829,2732,1859,2761,-1,melon
3273,2735,3297,2760,-1,melon
4307,2735,4337,2760,-1,melon
2353,2734,2377,2759,-1,melon
1857,2726,1885,2759,-1,melon
3245,2720,3278,2748,-1,melon
3289,2722,3311,2748,-1,melon
2124,2717,2156,2746,-1,melon
4256,2719,4291,2745,-1,melon
2173,2709,2204,2739,-1,melon
1874,2703,1905,2733,-1,melon
2222,2695,2251,2725,-1,melon
352,2694,379,2720,-1,melon
3197,2696,3220,2718,-1,melon
5301,2693,5326,2713,-1,melon
4250,2685,4288,2712,-1,melon
304,2680,334,2708,-1,melon
4603,2679,4632,2706,-1,melon
3283,2674,3299,2702,-1,melon
2189,2668,2211,2701,-1,melon
3213,2667,3240,2699,-1,melon
5293,2671,5322,2698,-1,melon
1922,2661,1949,2697,-1,melon
1828,2661,1855,2696,-1,melon
3302,2664,3327,2695,-1,melon
288,2666,311,2693,-1,melon
3247,2660,3272,2685,-1,melon
4591,2650,4623,2681,-1,melon
4623,2650,4652,2679,-1,melon
5260,2641,5295,2677,-1,melon
2167,2643,2197,2672,-1,melon
5294,2645,5330,2671,-1,melon
979,2635,1014,2671,-1,melon
750,2643,786,2670,-1,melon
2139,2645,2159,2669,-1,melon
429,2634,460,2664,-1,melon
2897,2646,2919,2664,-1,melon
3229,2627,3254,2658,-1,melon
3254,2631,3278,2658,-1,melon
5320,2632,5351,2653,-1,melon
4570,2619,4600,2651,-1,melon
1191,2627,1213,2650,-1,melon
5294,2617,5319,2647,-1,melon
5266,2616,5301,2647,-1,melon
2891,2618,2918,2646,-1,melon
3333,2612,3359,2641,-1,melon
2132,2615,2155,2639,-1,melon
2873,2615,2892,2637,-1,melon
5316,2600,5351,2634,-1,melon
4588,2598,4624,2628,-1,melon
3232,2602,3258,2627,-1,melon
2827,2595,2852,2620,-1,melon
5272,2585,5315,2618,-1,melon
2032,2586,2070,2617,-1,melon
4645,2583,4681,2613,-1,melon
4566,2579,4597,2612,-1,melon
1128,2574,1177,2610,-1,melon
237,2590,265,2610,-1,melon
1511,2586,1535,2610,-1,melon
3789,2591,3817,2609,-1,melon
4612,2580,4646,2607,-1,melon
5287,2550,5326,2593,-1,melon
750,2552,777,2579,-1,melon
318,2553,342,2578,-1,melon
489,2562,518,2577,-1,melon
702,2548,731,2577,-1,melon
2849,2543,2878,2572,-1,melon
5265,2534,5300,2569,-1,melon
4564,2533,4598,2567,-1,melon
2809,2542,2835,2567,-1,melon
255,2549,284,2566,-1,melon
5302,2524,5338,2558,-1,melon
4610,2539,4627,2554,-1,melon
4225,2520,4247,2550,-1,melon
1840,2531,1860,2547,-1,melon
5276,2509,5315,2544,-1,melon
4601,2507,4623,2532,-1,melon
4267,2497,4292,2523,-1,melon
5137,2486,5169,2520,-1,melon
320,2500,345,2515,-1,melon
4218,2470,4244,2505,-1,melon
2115,2471,2140,2499,-1,melon
1497,2452,1516,2489,-1,melon
4448,2469,4472,2487,-1,melon
685,2446,713,2476,-1,melon
302,2448,337,2475,-1,melon
1155,2432,1184,2460,-1,melon
2106,2421,2130,2445,-1,melon
303,2412,333,2441,-1,melon
1447,2416,1468,2440,-1,melon
2129,2414,2152,2440,-1,melon
1425,2414,1448,2439,-1,melon
1466,2417,1483,2435,-1,melon
336,2409,374,2432,-1,melon
1142,2384,1176,2418,-1,melon
418,2387,449,2407,-1,melon
2113,2375,2139,2400,-1,melon
312,2373,333,2400,-1,melon
1424,2367,1449,2387,-1,melon
2856,2353,2885,2382,-1,melon
211,2355,244,2379,-1,melon
1808,2355,1841,2379,-1,melon
5294,2345,5326,2376,-1,melon
2142,2350,2167,2376,-1,melon
2109,2348,2137,2375,-1,melon
3866,2332,3893,2358,-1,melon
1846,2319,1874,2357,-1,melon
2159,2326,2184,2352,-1,melon
1825,2315,1849,2345,-1,melon
663,2324,690,2343,-1,melon
1244,2320,1265,2341,-1,melon
368,2318,394,2336,-1,melon
2091,2301,2123,2334,-1,melon
1799,2305,1828,2329,-1,melon
1835,2294,1860,2326,-1,melon
1806,2266,1838,2306,-1,melon
246,2273,274,2304,-1,melon
1844,2270,1874,2304,-1,melon
3000,2275,3023,2299,-1,melon
365,2275,400,2294,-1,melon
1878,2266,1902,2292,-1,melon
2096,2261,2122,2287,-1,melon
1829,2247,1861,2283,-1,melon
707,2259,735,2282,-1,melon
1816,2240,1840,2266,-1,melon
719,2235,752,2264,-1,melon
1782,2232,1821,2261,-1,melon
3207,2223,3240,2255,-1,melon
1837,2219,1862,2249,-1,melon
2074,2223,2104,2249,-1,melon
3181,2225,3209,2246,-1,melon
354,2218,397,2245,-1,melon
1786,2206,1816,2241,-1,melon
180,2216,203,2237,-1,melon
725,2206,756,2237,-1,melon
2099,2212,2124,2235,-1,melon
1811,2206,1844,2233,-1,melon
3193,2203,3223,2230,-1,melon
2090,2190,2116,2218,-1,melon
2157,2187,2182,2215,-1,melon
2797,2193,2823,2215,-1,melon
3258,2188,3282,2215,-1,melon
1801,2182,1828,2210,-1,melon
2854,2185,2883,2207,-1,melon
3225,2185,3258,2207,-1,melon
2779,2172,2809,2201,-1,melon
2826,2177,2852,2200,-1,melon
2993,2173,3020,2199,-1,melon
3176,2172,3203,2194,-1,melon
1819,2166,1849,2190,-1,melon
3309,2167,3327,2187,-1,melon
2107,2152,2131,2181,-1,melon
3569,2146,3597,2172,-1,melon
2822,2139,2849,2167,-1,melon
2791,2139,2819,2166,-1,melon
2849,2134,2874,2165,-1,melon
4262,2124,4287,2161,-1,melon
3546,2134,3576,2161,-1,melon
2239,2135,2265,2159,-1,melon
4538,2131,4561,2154,-1,melon
3532,2122,3558,2146,-1,melon
4596,2117,4629,2146,-1,melon
4632,2114,4668,2144,-1,melon
862,2126,886,2144,-1,melon
2806,2114,2836,2143,-1,melon
4198,2113,4216,2140,-1,melon
3552,2109,3582,2135,-1,melon
4234,2103,4262,2135,-1,melon
3581,2113,3606,2133,-1,melon
712,2108,745,2133,-1,melon
244,2096,270,2129,-1,melon
315,2090,342,2129,-1,melon
2783,2103,2809,2129,-1,melon
2843,2095,2871,2125,-1,melon
3529,2096,3557,2124,-1,melon
3243,2094,3266,2117,-1,melon
2800,2087,2824,2115,-1,melon
2823,2088,2847,2112,-1,melon
3552,2084,3581,2110,-1,melon
2715,2084,2733,2102,-1,melon
705,2057,737,2083,-1,melon
3574,2056,3600,2082,-1,melon
1418,2050,1443,2080,-1,melon
3535,2039,3564,2066,-1,melon
1438,2044,1467,2066,-1,melon
1106,2022,1127,2049,-1,melon
1407,2017,1435,2047,-1,melon
2286,2011,2315,2039,-1,melon
394,2007,434,2032,-1,melon
4575,1986,4603,2023,-1,melon
1403,1995,1430,2020,-1,melon
4537,1990,4568,2017,-1,melon
1452,1991,1487,2015,-1,melon
669,1981,703,2012,-1,melon
1392,1983,1418,2009,-1,melon
1475,1974,1498,1998,-1,melon
1410,1970,1438,1996,-1,melon
1369,1974,1390,1994,-1,melon
2129,1962,2157,1991,-1,melon
3307,1965,3331,1987,-1,melon
2089,1963,2118,1987,-1,melon
2013,1954,2039,1980,-1,melon
1387,1956,1416,1980,-1,melon
1431,1947,1458,1977,-1,melon
2925,1942,2953,1972,-1,melon
353,1930,386,1969,-1,melon
2643,1945,2667,1968,-1,melon
2908,1948,2925,1966,-1,melon
4235,1936,4255,1963,-1,melon
3301,1945,3325,1963,-1,melon
2126,1931,2156,1961,-1,melon
2751,1935,2776,1959,-1,melon
424,1933,463,1958,-1,melon
1083,1917,1134,1956,-1,melon
1400,1927,1432,1953,-1,melon
3787,1921,3823,1950,-1,melon
1430,1925,1459,1950,-1,melon
4247,1922,4277,1949,-1,melon
1457,1918,1487,1948,-1,melon
1778,1920,1818,1946,-1,melon
717,1906,749,1939,-1,melon
3833,1916,3866,1938,-1,melon
2738,1908,2768,1938,-1,melon
668,1907,702,1936,-1,melon
2769,1905,2799,1931,-1,melon
3809,1895,3836,1928,-1,melon
3788,1886,3812,1920,-1,melon
358,1880,389,1916,-1,melon
1800,1885,1825,1915,-1,melon
397,1880,425,1913,-1,melon
1824,1882,1846,1913,-1,melon
1444,1890,1464,1910,-1,melon
2788,1884,2812,1909,-1,melon
1775,1875,1802,1907,-1,melon
3860,1872,3890,1903,-1,melon
2830,1875,2849,1896,-1,melon
1582,1878,1604,1895,-1,melon
2073,1865,2100,1892,-1,melon
3888,1864,3906,1892,-1,melon
5278,1863,5308,1891,-1,melon
4223,1862,4261,1890,-1,melon
2122,1870,2142,1890,-1,melon
3673,1869,3691,1890,-1,melon
715,1862,746,1889,-1,melon
3781,1854,3813,1888,-1,melon
1797,1859,1819,1886,-1,melon
5245,1857,5274,1883,-1,melon
3687,1852,3716,1882,-1,melon
2165,1850,2193,1881,-1,melon
1761,1851,1799,1878,-1,melon
3854,1851,3874,1873,-1,melon
638,1845,670,1873,-1,melon
4172,1855,4193,1872,-1,melon
5276,1840,5303,1867,-1,melon
2134,1839,2161,1865,-1,melon
3836,1830,3861,1858,-1,melon
2218,1833,2241,1858,-1,melon
1779,1828,1808,1856,-1,melon
403,1821,432,1855,-1,melon
1807,1827,1839,1852,-1,melon
3859,1829,3889,1851,-1,melon
5256,1831,5285,1851,-1,melon
2796,1817,2823,1846,-1,melon
1046,1821,1094,1842,-1,melon
686,1815,722,1841,-1,melon
2133,1818,2161,1840,-1,melon
3808,1821,3838,1840,-1,melon
1836,1813,1866,1838,-1,melon
3002,1811,3024,1837,-1,melon
3677,1813,3702,1836,-1,melon
5320,1807,5346,1834,-1,melon
3836,1805,3861,1832,-1,melon
3858,1808,3885,1832,-1,melon
645,1801,676,1826,-1,melon
2828,1802,2854,1825,-1,melon
2097,1799,2124,1824,-1,melon
406,1790,448,1823,-1,melon
2071,1794,2098,1823,-1,melon
1794,1797,1815,1822,-1,melon
3878,1794,3908,1820,-1,melon
3688,1794,3723,1818,-1,melon
1764,1782,1792,1807,-1,melon
3859,1786,3883,1806,-1,melon
1815,1781,1846,1806,-1,melon
4164,1767,4190,1805,-1,melon
3674,1775,3700,1803,-1,melon
3174,1773,3207,1802,-1,melon
2054,1772,2080,1802,-1,melon
1115,1764,1139,1799,-1,melon
3783,1774,3810,1799,-1,melon
3812,1769,3840,1794,-1,melon
2124,1764,2153,1791,-1,melon
2760,1766,2780,1790,-1,melon
1779,1771,1806,1790,-1,melon
228,1757,257,1790,-1,melon
5255,1752,5284,1786,-1,melon
1804,1759,1840,1784,-1,melon
180,1755,209,1778,-1,melon
3794,1753,3822,1777,-1,melon
5210,1746,5242,1775,-1,melon
3187,1751,3211,1775,-1,melon
1790,1736,1814,1772,-1,melon
4160,1745,4188,1768,-1,melon
3213,1744,3243,1768,-1,melon
641,1724,680,1762,-1,melon
2813,1730,2843,1761,-1,melon
5269,1733,5302,1760,-1,melon
232,1717,270,1757,-1,melon
1763,1722,1788,1756,-1,melon
4624,1735,4641,1754,-1,melon
1095,1717,1125,1754,-1,melon
4149,1714,4187,1752,-1,melon
4561,1717,4588,1750,-1,melon
993,1711,1035,1749,-1,melon
2836,1711,2861,1741,-1,melon
1156,1718,1176,1740,-1,melon
1793,1717,1824,1737,-1,melon
5183,1703,5214,1734,-1,melon
937,1690,971,1729,-1,melon
2736,1701,2757,1728,-1,melon
5212,1698,5243,1727,-1,melon
1784,1685,1813,1722,-1,melon
4564,1686,4601,1720,-1,melon
2768,1692,2786,1713,-1,melon
4141,1674,4173,1712,-1,melon
2067,1687,2093,1711,-1,melon
5238,1686,5265,1709,-1,melon
4532,1680,4560,1702,-1,melon
5185,1679,5218,1701,-1,melon
4203,1667,4232,1699,-1,melon
2741,1669,2766,1698,-1,melon
5269,1667,5294,1697,-1,melon
5246,1657,5279,1693,-1,melon
203,1654,232,1691,-1,melon
4508,1659,4540,1688,-1,melon
5221,1654,5245,1684,-1,melon
5190,1646,5230,1680,-1,melon
1413,1657,1439,1677,-1,melon
4562,1648,4597,1676,-1,melon
4186,1649,4213,1672,-1,melon
1016,1639,1063,1668,-1,melon
5231,1634,5264,1663,-1,melon
2047,1639,2074,1663,-1,melon
2126,1635,2154,1661,-1,melon
616,1621,650,1655,-1,melon
4553,1624,4579,1655,-1,melon
2186,1628,2210,1653,-1,melon
3991,1628,4013,1649,-1,melon
2106,1622,2133,1646,-1,melon
2160,1621,2185,1646,-1,melon
692,1611,727,1642,-1,melon
2070,1615,2097,1641,-1,melon
4702,1623,4720,1640,-1,melon
5239,1614,5274,1638,-1,melon
315,1608,347,1637,-1,melon
4573,1607,4615,1637,-1,melon
2750,1611,2772,1635,-1,melon
4534,1602,4567,1629,-1,melon
5154,1606,5176,1627,-1,melon
2716,1593,2750,1626,-1,melon
5215,1595,5250,1623,-1,melon
5240,1588,5275,1615,-1,melon
1105,1576,1139,1613,-1,melon
583,1583,621,1612,-1,melon
4556,1583,4593,1609,-1,melon
174,1570,213,1599,-1,melon
2208,1582,2227,1599,-1,melon
682,1562,721,1599,-1,melon
2070,1570,2095,1594,-1,melon
2790,1567,2820,1594,-1,melon
4695,1555,4718,1577,-1,melon
2029,1549,2056,1576,-1,melon
5185,1537,5225,1571,-1,melon
2058,1536,2083,1563,-1,melon
1069,1522,1102,1559,-1,melon
3297,1528,3321,1554,-1,melon
2088,1525,2112,1547,-1,melon
676,1511,711,1545,-1,melon
994,1477,1034,1512,-1,melon
210,1481,240,1508,-1,melon
2791,1479,2819,1506,-1,melon
2092,1478,2119,1505,-1,melon
287,1465,327,1493,-1,melon
2848,1474,2866,1493,-1,melon
236,1465,270,1489,-1,melon
329,1453,363,1486,-1,melon
2095,1457,2123,1479,-1,melon
1759,1457,1792,1474,-1,melon
2711,1442,2737,1469,-1,melon
2047,1436,2071,1464,-1,melon
2077,1442,2098,1463,-1,melon
232,1434,274,1461,-1,melon
1744,1415,1774,1451,-1,melon
1814,1408,1843,1440,-1,melon
311,1400,351,1436,-1,melon
1772,1407,1809,1431,-1,melon
1998,1407,2024,1431,-1,melon
2647,1400,2672,1427,-1,melon
2831,1394,2855,1422,-1,melon
669,1389,700,1418,-1,melon
1745,1395,1773,1417,-1,melon
1795,1392,1823,1414,-1,melon
2993,1385,3020,1412,-1,melon
1766,1376,1794,1408,-1,melon
1737,1370,1768,1404,-1,melon
2937,1384,2960,1404,-1,melon
3141,1377,3164,1403,-1,melon
2018,1367,2046,1396,-1,melon
2901,1372,2923,1395,-1,melon
2108,1362,2138,1395,-1,melon
3293,1368,3317,1395,-1,melon
1784,1364,1812,1392,-1,melon
181,1359,215,1390,-1,melon
2832,1365,2856,1390,-1,melon
5316,1350,5349,1384,-1,melon
2043,1352,2073,1380,-1,melon
1761,1358,1782,1377,-1,melon
2698,1352,2727,1376,-1,melon
1736,1350,1761,1373,-1,melon
2857,1340,2880,1365,-1,melon
3162,1326,3190,1355,-1,melon
2786,1334,2808,1355,-1,melon
3265,1324,3289,1347,-1,melon
2020,1316,2049,1346,-1,melon
1736,1321,1774,1343,-1,melon
3123,1310,3153,1339,-1,melon
3150,1296,3183,1331,-1,melon
1398,1305,1419,1327,-1,melon
1727,1291,1761,1324,-1,melon
1755,1292,1799,1322,-1,melon
2043,1288,2071,1319,-1,melon
2098,1286,2128,1317,-1,melon
2726,1292,2751,1317,-1,melon
311,1291,344,1315,-1,melon
3107,1290,3133,1313,-1,melon
218,1282,263,1313,-1,melon
2023,1289,2045,1312,-1,melon
3534,1275,3569,1311,-1,melon
4555,1279,4576,1306,-1,melon
3884,1273,3910,1302,-1,melon
3493,1270,3527,1302,-1,melon
1480,1283,1499,1300,-1,melon
629,1269,664,1297,-1,melon
3112,1263,3149,1295,-1,melon
1363,1269,1389,1293,-1,melon
1765,1263,1802,1292,-1,melon
3187,1258,3211,1289,-1,melon
3149,1254,3182,1285,-1,melon
1397,1268,1411,1282,-1,melon
3901,1256,3927,1281,-1,melon
5329,1259,5355,1278,-1,melon
1726,1251,1749,1276,-1,melon
1348,1250,1370,1271,-1,melon
1370,1249,1394,1270,-1,melon
3130,1244,3158,1267,-1,melon
2779,1229,2808,1264,-1,melon
2807,1235,2828,1262,-1,melon
5303,1242,5327,1260,-1,melon
3529,1228,3561,1260,-1,melon
3097,1235,3120,1259,-1,melon
1111,1222,1138,1258,-1,melon
2086,1229,2113,1254,-1,melon
3152,1227,3179,1253,-1,melon
2746,1228,2780,1252,-1,melon
3322,1220,3358,1252,-1,melon
1356,1228,1381,1249,-1,melon
3496,1218,3533,1248,-1,melon
2069,1222,2090,1247,-1,melon
1437,1222,1461,1245,-1,melon
3132,1219,3159,1241,-1,melon
2944,1218,2967,1238,-1,melon
299,1207,331,1238,-1,melon
2122,1209,2150,1237,-1,melon
2774,1206,2800,1232,-1,melon
2736,1202,2780,1230,-1,melon
3524,1187,3565,1225,-1,melon
3916,1198,3948,1224,-1,melon
3172,1196,3194,1223,-1,melon
2084,1193,2108,1216,-1,melon
3493,1182,3525,1216,-1,melon
1021,1186,1054,1216,-1,melon
2790,1187,2811,1213,-1,melon
3121,1192,3152,1210,-1,melon
2762,1178,2780,1208,-1,melon
2741,1168,2770,1203,-1,melon
2136,1168,2174,1200,-1,melon
1387,1177,1414,1199,-1,melon
4534,1173,4554,1195,-1,melon
1415,1171,1432,1192,-1,melon
1348,1165,1369,1186,-1,melon
2772,1156,2802,1184,-1,melon
3495,1147,3531,1178,-1,melon
2753,1147,2780,1174,-1,melon
3150,1156,3167,1173,-1,melon
1429,1149,1454,1172,-1,melon
1413,1153,1431,1172,-1,melon
3019,1139,3048,1170,-1,melon
3444,1140,3477,1170,-1,melon
4526,1131,4563,1162,-1,melon
226,1128,256,1158,-1,melon
1354,1132,1380,1156,-1,melon
2738,1121,2766,1156,-1,melon
1414,1133,1436,1154,-1,melon
3514,1122,3548,1154,-1,melon
3635,1120,3670,1150,-1,melon
1393,1126,1413,1146,-1,melon
3438,1108,3471,1143,-1,melon
