xmin_original,ymin_original,xmax_original,ymax_original,score,class
1511,2825,1553,2856,-1,melon
73,2825,107,2853,-1,melon
1191,2824,1225,2852,-1,melon
3258,2822,3280,2845,-1,melon
470,2811,494,2841,-1,melon
439,2815,470,2837,-1,melon
806,2789,844,2827,-1,melon
2825,2793,2844,2821,-1,melon
1521,2784,1553,2816,-1,melon
501,2781,534,2812,-1,melon
1210,2772,1249,2806,-1,melon
3898,2764,3918,2803,-1,melon
715,2768,764,2800,-1,melon
2537,2771,2566,2798,-1,melon
1143,2754,1173,2788,-1,melon
449,2751,480,2784,-1,melon
532,2759,562,2783,-1,melon
2561,2755,2588,2781,-1,melon
144,2742,179,2774,-1,melon
1183,2744,1223,2773,-1,melon
1540,2738,1566,2771,-1,melon
3892,2728,3925,2767,-1,melon
2492,2742,2519,2765,-1,melon
1474,2730,1502,2763,-1,melon
413,2737,446,2762,-1,melon
1166,2713,1196,2760,-1,melon
3564,2728,3591,2755,-1,melon
2542,2715,2570,2748,-1,melon
3903,2696,3931,2743,-1,melon
115,2692,146,2731,-1,melon
4242,2683,4279,2729,-1,melon
494,2693,530,2723,-1,melon
1558,2695,1593,2722,-1,melon
4285,2685,4330,2721,-1,melon
455,2690,487,2719,-1,melon
3540,2687,3567,2713,-1,melon
3622,2686,3652,2712,-1,melon
536,2686,565,2709,-1,melon
1182,2677,1232,2708,-1,melon
971,2679,989,2706,-1,melon
445,2657,480,2687,-1,melon
1563,2654,1590,2685,-1,melon
548,2638,581,2684,-1,melon
1508,2648,1540,2683,-1,melon
1539,2642,1566,2681,-1,melon
4238,2631,4272,2677,-1,melon
2635,2650,2662,2676,-1,melon
513,2645,544,2676,-1,melon
1182,2645,1218,2675,-1,melon
2669,2639,2693,2666,-1,melon
2979,2621,3000,2665,-1,melon
2592,2631,2626,2660,-1,melon
1977,2630,2009,2658,-1,melon
1835,2627,1866,2657,-1,melon
3261,2629,3279,2656,-1,melon
1182,2615,1231,2650,-1,melon
521,2617,557,2644,-1,melon
2566,2601,2596,2643,-1,melon
132,2613,160,2641,-1,melon
3207,2612,3234,2637,-1,melon
2967,2591,2990,2633,-1,melon
2529,2591,2556,2632,-1,melon
3239,2607,3259,2629,-1,melon
1907,2600,1938,2629,-1,melon
4276,2597,4302,2627,-1,melon
2944,2583,2969,2624,-1,melon
3283,2592,3305,2620,-1,melon
3495,2597,3518,2618,-1,melon
4308,2589,4341,2618,-1,melon
1844,2574,1871,2611,-1,melon
2718,2589,2738,2610,-1,melon
136,2578,174,2609,-1,melon
1443,2576,1479,2607,-1,melon
3949,2573,3993,2603,-1,melon
3918,2558,3951,2598,-1,melon
3656,2574,3677,2597,-1,melon
4265,2570,4297,2596,-1,melon
130,2562,155,2596,-1,melon
472,2563,504,2592,-1,melon
3206,2559,3230,2591,-1,melon
1488,2549,1519,2586,-1,melon
3283,2550,3304,2579,-1,melon
807,2543,852,2573,-1,melon
3659,2549,3678,2571,-1,melon
4289,2535,4317,2567,-1,melon
465,2538,496,2566,-1,melon
3091,2524,3117,2557,-1,melon
3518,2529,3538,2549,-1,melon
1498,2520,1523,2547,-1,melon
1147,2485,1179,2534,-1,melon
740,2495,773,2526,-1,melon
477,2494,505,2525,-1,melon
1989,2498,2016,2525,-1,melon
79,2480,120,2518,-1,melon
2523,2494,2542,2512,-1,melon
3268,2483,3296,2511,-1,melon
2551,2482,2574,2509,-1,melon
489,2476,524,2502,-1,melon
1533,2467,1558,2502,-1,melon
1186,2466,1231,2500,-1,melon
3894,2457,3922,2498,-1,melon
3951,2454,3986,2496,-1,melon
1487,2460,1518,2488,-1,melon
2659,2457,2685,2481,-1,melon
495,2451,522,2476,-1,melon
4266,2445,4297,2475,-1,melon
1185,2436,1223,2469,-1,melon
1846,2426,1871,2464,-1,melon
1970,2427,2000,2462,-1,melon
1810,2425,1848,2457,-1,melon
3927,2425,3965,2454,-1,melon
2589,2419,2613,2443,-1,melon
1537,2408,1560,2441,-1,melon
814,2407,853,2438,-1,melon
866,2404,904,2436,-1,melon
4245,2404,4277,2432,-1,melon
2570,2405,2595,2432,-1,melon
2897,2393,2920,2430,-1,melon
3312,2391,3341,2421,-1,melon
3364,2387,3389,2411,-1,melon
1177,2380,1218,2407,-1,melon
3147,2390,3168,2405,-1,melon
2869,2365,2902,2403,-1,melon
3945,2372,3987,2402,-1,melon
2575,2375,2603,2402,-1,melon
4279,2358,4315,2394,-1,melon
127,2362,156,2393,-1,melon
663,2353,696,2393,-1,melon
1522,2365,1542,2389,-1,melon
3226,2357,3249,2386,-1,melon
1892,2355,1920,2383,-1,melon
1486,2355,1518,2376,-1,melon
866,2345,905,2375,-1,melon
1456,2347,1476,2362,-1,melon
2874,2335,2911,2362,-1,melon
1496,2333,1516,2361,-1,melon
2571,2330,2599,2360,-1,melon
120,2335,165,2359,-1,melon
1909,2337,1939,2358,-1,melon
3297,2331,3322,2356,-1,melon
56,2325,100,2351,-1,melon
3929,2308,3951,2349,-1,melon
1852,2306,1879,2347,-1,melon
3486,2323,3509,2347,-1,melon
1511,2321,1545,2346,-1,melon
151,2310,189,2344,-1,melon
3254,2307,3279,2336,-1,melon
1217,2306,1256,2335,-1,melon
1558,2288,1583,2314,-1,melon
56,2274,100,2312,-1,melon
2617,2283,2646,2310,-1,melon
1877,2275,1910,2304,-1,melon
3229,2275,3252,2300,-1,melon
2510,2262,2539,2300,-1,melon
1837,2268,1866,2299,-1,melon
3204,2274,3229,2298,-1,melon
1491,2264,1518,2292,-1,melon
3495,2270,3519,2291,-1,melon
3111,2265,3133,2289,-1,melon
2592,2256,2622,2284,-1,melon
1867,2252,1894,2282,-1,melon
2549,2236,2579,2274,-1,melon
1230,2229,1269,2267,-1,melon
1721,2239,1747,2262,-1,melon
3912,2221,3950,2261,-1,melon
1890,2224,1918,2256,-1,melon
3262,2227,3289,2255,-1,melon
1952,2206,1983,2239,-1,melon
534,2208,570,2236,-1,melon
3272,2200,3294,2230,-1,melon
47,2191,83,2226,-1,melon
1498,2194,1522,2224,-1,melon
104,2202,127,2222,-1,melon
467,2188,507,2217,-1,melon
2537,2185,2565,2216,-1,melon
3990,2179,4017,2212,-1,melon
3952,2177,3989,2208,-1,melon
565,2175,592,2200,-1,melon
2906,2171,2926,2200,-1,melon
3237,2167,3263,2198,-1,melon
2936,2165,2961,2198,-1,melon
35,2166,73,2195,-1,melon
1796,2166,1826,2195,-1,melon
4267,2168,4297,2191,-1,melon
467,2159,502,2189,-1,melon
1845,2159,1881,2186,-1,melon
3216,2152,3241,2183,-1,melon
4240,2148,4268,2180,-1,melon
1200,2149,1244,2175,-1,melon
548,2136,579,2164,-1,melon
3929,2136,3958,2164,-1,melon
4281,2131,4314,2155,-1,melon
137,2120,171,2155,-1,melon
4234,2126,4263,2151,-1,melon
2492,2123,2515,2148,-1,melon
3588,2119,3612,2144,-1,melon
3531,2119,3550,2140,-1,melon
2906,2101,2931,2136,-1,melon
486,2110,521,2134,-1,melon
95,2094,133,2127,-1,melon
2547,2093,2573,2127,-1,melon
3628,2103,3648,2126,-1,melon
535,2075,569,2119,-1,melon
2930,2074,2956,2111,-1,melon
87,2063,115,2105,-1,melon
2529,2057,2566,2094,-1,melon
3530,2070,3552,2092,-1,melon
3901,2051,3935,2090,-1,melon
3955,2040,3992,2088,-1,melon
2942,2040,2964,2078,-1,melon
3258,2042,3285,2075,-1,melon
452,2039,501,2074,-1,melon
1821,2030,1851,2069,-1,melon
786,2043,819,2069,-1,melon
3226,2027,3254,2057,-1,melon
1887,2021,1909,2054,-1,melon
2832,2023,2865,2053,-1,melon
3996,2018,4014,2043,-1,melon
539,2016,566,2043,-1,melon
4228,2001,4250,2020,-1,melon
1515,1992,1554,2020,-1,melon
2822,1992,2857,2019,-1,melon
3935,1980,3966,2017,-1,melon
108,1975,138,2014,-1,melon
2876,1964,2901,2001,-1,melon
2951,1962,2973,1998,-1,melon
3393,1968,3417,1995,-1,melon
1462,1951,1490,1994,-1,melon
1487,1957,1529,1987,-1,melon
4244,1954,4269,1983,-1,melon
3961,1948,3999,1976,-1,melon
550,1939,590,1976,-1,melon
1539,1947,1575,1974,-1,melon
2770,1933,2797,1966,-1,melon
3242,1944,3261,1965,-1,melon
2590,1927,2619,1961,-1,melon
2559,1932,2594,1961,-1,melon
2531,1926,2558,1959,-1,melon
797,1928,830,1959,-1,melon
3265,1931,3291,1957,-1,melon
3926,1908,3958,1954,-1,melon
66,1925,110,1952,-1,melon
1860,1918,1883,1949,-1,melon
2947,1915,2977,1949,-1,melon
2877,1909,2912,1945,-1,melon
3280,1915,3303,1938,-1,melon
3430,1917,3449,1936,-1,melon
3371,1913,3391,1934,-1,melon
3140,1902,3165,1930,-1,melon
1908,1889,1932,1924,-1,melon
162,1883,186,1914,-1,melon
2678,1881,2703,1914,-1,melon
4226,1885,4257,1912,-1,melon
550,1874,589,1909,-1,melon
2570,1866,2598,1904,-1,melon
2928,1864,2955,1903,-1,melon
4259,1871,4281,1901,-1,melon
1150,1870,1182,1894,-1,melon
3951,1843,3981,1890,-1,melon
1144,1848,1179,1871,-1,melon
1906,1843,1938,1867,-1,melon
4321,1843,4345,1861,-1,melon
1515,1821,1548,1861,-1,melon
470,1825,503,1857,-1,melon
1196,1821,1228,1852,-1,melon
4229,1815,4260,1850,-1,melon
102,1823,149,1849,-1,melon
2909,1812,2932,1846,-1,melon
3577,1813,3598,1835,-1,melon
3598,1814,3619,1834,-1,melon
3251,1807,3274,1831,-1,melon
3896,1802,3941,1829,-1,melon
1466,1787,1496,1828,-1,melon
1838,1797,1857,1823,-1,melon
2880,1789,2911,1818,-1,melon
3230,1791,3254,1813,-1,melon
3622,1775,3644,1800,-1,melon
2523,1774,2552,1794,-1,melon
1215,1755,1250,1791,-1,melon
157,1750,195,1784,-1,melon
2537,1749,2563,1777,-1,melon
3212,1748,3236,1773,-1,melon
531,1726,572,1765,-1,melon
1243,1736,1288,1764,-1,melon
1148,1740,1188,1763,-1,melon
2556,1723,2582,1759,-1,melon
497,1723,528,1758,-1,melon
3250,1732,3270,1753,-1,melon
758,1711,789,1750,-1,melon
2944,1703,2973,1747,-1,melon
117,1721,151,1746,-1,melon
3226,1722,3245,1746,-1,melon
4281,1715,4316,1742,-1,melon
2517,1710,2548,1738,-1,melon
1513,1703,1539,1735,-1,melon
1539,1699,1563,1729,-1,melon
4012,1681,4044,1728,-1,melon
3236,1706,3256,1727,-1,melon
3215,1694,3238,1726,-1,melon
5017,1694,5045,1722,-1,melon
4205,1692,4240,1719,-1,melon
3929,1686,3972,1717,-1,melon
2571,1684,2611,1714,-1,melon
150,1669,196,1703,-1,melon
1896,1661,1924,1696,-1,melon
4233,1664,4271,1689,-1,melon
4283,1650,4317,1687,-1,melon
1546,1650,1579,1684,-1,melon
1187,1645,1227,1678,-1,melon
1479,1634,1506,1674,-1,melon
2593,1649,2626,1673,-1,melon
2946,1632,2969,1669,-1,melon
4227,1634,4265,1664,-1,melon
2865,1638,2902,1661,-1,melon
3558,1634,3580,1658,-1,melon
2928,1620,2952,1658,-1,melon
2902,1620,2928,1656,-1,melon
3193,1625,3219,1652,-1,melon
4029,1614,4066,1650,-1,melon
3881,1624,3916,1647,-1,melon
1217,1605,1251,1642,-1,melon
2972,1607,2992,1637,-1,melon
2575,1596,2603,1635,-1,melon
2880,1609,2916,1635,-1,melon
1566,1604,1603,1635,-1,melon
522,1599,557,1634,-1,melon
2550,1604,2579,1633,-1,melon
577,1603,612,1632,-1,melon
1524,1609,1559,1632,-1,melon
3549,1611,3570,1630,-1,melon
3300,1604,3324,1629,-1,melon
1804,1601,1846,1627,-1,melon
192,1606,227,1627,-1,melon
3200,1601,3220,1625,-1,melon
1008,1592,1040,1620,-1,melon
3220,1598,3244,1618,-1,melon
1833,1595,1858,1614,-1,melon
1724,1574,1752,1610,-1,melon
1537,1586,1567,1610,-1,melon
57,1576,86,1606,-1,melon
1228,1572,1255,1606,-1,melon
2042,1569,2069,1604,-1,melon
1811,1575,1837,1603,-1,melon
4285,1574,4326,1603,-1,melon
3219,1575,3238,1599,-1,melon
488,1560,528,1593,-1,melon
1202,1557,1234,1593,-1,melon
3261,1560,3284,1585,-1,melon
742,1558,785,1584,-1,melon
78,1544,114,1579,-1,melon
3538,1556,3560,1577,-1,melon
3586,1552,3610,1571,-1,melon
2858,1541,2904,1567,-1,melon
2959,1533,2997,1564,-1,melon
1868,1530,1891,1560,-1,melon
478,1516,518,1555,-1,melon
3575,1529,3597,1552,-1,melon
111,1528,145,1552,-1,melon
569,1518,606,1544,-1,melon
4223,1512,4262,1540,-1,melon
141,1514,189,1539,-1,melon
4005,1507,4039,1538,-1,melon
3537,1515,3560,1534,-1,melon
3976,1480,4005,1529,-1,melon
573,1492,616,1517,-1,melon
1800,1473,1828,1510,-1,melon
3918,1464,3967,1502,-1,melon
1890,1466,1917,1501,-1,melon
3582,1480,3605,1500,-1,melon
3302,1475,3323,1493,-1,melon
4312,1463,4349,1493,-1,melon
1468,1461,1504,1488,-1,melon
1504,1457,1540,1485,-1,melon
714,1457,745,1484,-1,melon
3572,1460,3598,1483,-1,melon
2912,1451,2945,1482,-1,melon
3252,1452,3282,1478,-1,melon
3294,1457,3319,1476,-1,melon
94,1427,126,1471,-1,melon
3200,1443,3234,1470,-1,melon
3994,1446,4031,1469,-1,melon
1891,1437,1913,1467,-1,melon
3583,1444,3607,1462,-1,melon
4257,1428,4293,1461,-1,melon
2907,1427,2937,1457,-1,melon
3262,1419,3287,1455,-1,melon
490,1422,535,1453,-1,melon
3552,1427,3574,1451,-1,melon
3218,1418,3247,1449,-1,melon
1562,1415,1580,1446,-1,melon
3574,1419,3595,1442,-1,melon
1900,1413,1932,1440,-1,melon
2027,1388,2071,1416,-1,melon
3451,1388,3479,1415,-1,melon
3644,1394,3664,1412,-1,melon
2947,1382,2984,1410,-1,melon
2493,1380,2516,1409,-1,melon
2990,1370,3027,1401,-1,melon
1874,1373,1900,1398,-1,melon
3937,1357,3971,1396,-1,melon
1487,1352,1517,1391,-1,melon
4261,1353,4302,1389,-1,melon
2862,1360,2898,1387,-1,melon
791,1359,829,1386,-1,melon
509,1343,542,1378,-1,melon
307,1327,333,1369,-1,melon
1550,1331,1583,1367,-1,melon
3220,1321,3249,1349,-1,melon
2754,1309,2779,1337,-1,melon
473,1296,505,1330,-1,melon
1530,1294,1569,1325,-1,melon
801,1290,833,1324,-1,melon
2505,1296,2544,1322,-1,melon
2843,1293,2882,1318,-1,melon
4232,1276,4270,1316,-1,melon
1894,1281,1917,1311,-1,melon
3244,1277,3272,1310,-1,melon
2902,1269,2929,1308,-1,melon
2590,1274,2620,1307,-1,melon
1452,1266,1482,1305,-1,melon
2533,1256,2561,1296,-1,melon
4326,1256,4357,1294,-1,melon
310,1262,334,1292,-1,melon
510,1270,538,1291,-1,melon
3259,1256,3287,1288,-1,melon
2933,1253,2970,1286,-1,melon
2562,1243,2587,1282,-1,melon
4294,1241,4331,1281,-1,melon
548,1241,573,1280,-1,melon
493,1235,529,1270,-1,melon
3953,1232,3991,1264,-1,melon
3243,1235,3273,1262,-1,melon
2897,1235,2924,1261,-1,melon
1877,1220,1912,1256,-1,melon
2944,1225,2976,1255,-1,melon
3590,1229,3613,1253,-1,melon
3186,1220,3213,1251,-1,melon
3217,1216,3245,1249,-1,melon
2462,1220,2507,1246,-1,melon
3429,1219,3452,1244,-1,melon
744,1203,774,1239,-1,melon
3596,1209,3623,1233,-1,melon
136,1205,181,1232,-1,melon
4005,1184,4035,1232,-1,melon
3560,1205,3583,1231,-1,melon
2591,1203,2631,1231,-1,melon
772,1200,807,1228,-1,melon
2921,1191,2946,1226,-1,melon
3912,1186,3954,1218,-1,melon
2537,1183,2572,1206,-1,melon
473,1167,512,1202,-1,melon
3554,1175,3578,1199,-1,melon
2561,1160,2603,1188,-1,melon
1825,1144,1856,1183,-1,melon
4239,1138,4274,1183,-1,melon
1472,1145,1498,1176,-1,melon
1894,1149,1920,1175,-1,melon
512,1133,547,1173,-1,melon
2925,1110,2960,1151,-1,melon
166,1116,214,1149,-1,melon
3567,1115,3590,1138,-1,melon
3930,1116,3963,1138,-1,melon
1447,1106,1475,1133,-1,melon
2521,1093,2552,1132,-1,melon
537,1093,569,1125,-1,melon
120,1093,161,1124,-1,melon
634,1093,678,1116,-1,melon
3915,1066,3940,1110,-1,melon
1908,1082,1929,1109,-1,melon
218,1066,251,1108,-1,melon
1889,1071,1909,1104,-1,melon
2934,1060,2963,1102,-1,melon
2537,1065,2565,1101,-1,melon
1195,1070,1231,1096,-1,melon
3264,1055,3294,1091,-1,melon
951,1063,986,1090,-1,melon
1837,1054,1861,1089,-1,melon
1510,1058,1547,1085,-1,melon
801,1044,832,1085,-1,melon
1548,1043,1587,1073,-1,melon
728,1039,765,1071,-1,melon
2608,1041,2632,1068,-1,melon
3538,1045,3561,1065,-1,melon
3245,1034,3270,1064,-1,melon
463,1026,493,1064,-1,melon
513,1032,553,1060,-1,melon
2531,1027,2558,1057,-1,melon
158,1008,194,1052,-1,melon
3180,1021,3212,1047,-1,melon
2919,1005,2952,1043,-1,melon
533,1012,563,1040,-1,melon
1515,1007,1544,1037,-1,melon
3920,991,3949,1021,-1,melon
1872,989,1920,1019,-1,melon
844,985,873,1018,-1,melon
4269,985,4302,1014,-1,melon
3180,985,3204,1013,-1,melon
548,981,570,1012,-1,melon
2881,975,2912,1011,-1,melon
2515,980,2550,1011,-1,melon
3910,975,3932,1007,-1,melon
3215,981,3241,1006,-1,melon
3944,974,3981,995,-1,melon
749,967,782,995,-1,melon
2901,962,2929,995,-1,melon
113,949,146,990,-1,melon
1904,947,1939,987,-1,melon
2583,946,2611,984,-1,melon
3219,961,3242,982,-1,melon
2969,951,3008,981,-1,melon
154,944,192,973,-1,melon
777,933,805,967,-1,melon
1881,920,1908,962,-1,melon
2533,929,2564,962,-1,melon
4242,925,4287,961,-1,melon
1139,924,1178,958,-1,melon
3965,927,4000,955,-1,melon
2890,917,2921,952,-1,melon
2581,920,2611,942,-1,melon
2912,905,2941,932,-1,melon
1132,890,1178,928,-1,melon
3931,892,3954,928,-1,melon
4238,894,4263,927,-1,melon
1875,889,1908,918,-1,melon
1528,884,1565,912,-1,melon
100,865,136,912,-1,melon
794,883,829,911,-1,melon
849,874,888,908,-1,melon
1479,870,1511,904,-1,melon
1114,851,1171,889,-1,melon
166,858,217,886,-1,melon
807,855,837,882,-1,melon
1897,861,1923,882,-1,melon
1859,850,1885,881,-1,melon
3246,845,3270,876,-1,melon
2928,847,2966,876,-1,melon
2607,842,2639,874,-1,melon
1525,847,1556,872,-1,melon
172,836,213,857,-1,melon
1155,825,1203,855,-1,melon
1918,812,1945,854,-1,melon
1504,812,1533,843,-1,melon
829,807,863,839,-1,melon
1883,811,1918,837,-1,melon
1537,800,1565,835,-1,melon
502,789,538,833,-1,melon
3967,791,4011,831,-1,melon
3922,780,3952,829,-1,melon
540,795,574,828,-1,melon
1131,801,1164,826,-1,melon
156,774,190,817,-1,melon
2959,775,2991,817,-1,melon
786,786,817,812,-1,melon
3552,784,3577,808,-1,melon
462,770,491,806,-1,melon
3578,780,3598,802,-1,melon
181,771,227,802,-1,melon
776,761,800,794,-1,melon
3353,760,3380,791,-1,melon
1157,746,1180,787,-1,melon
2513,761,2546,787,-1,melon
3242,763,3266,786,-1,melon
1516,753,1540,781,-1,melon
3573,762,3593,780,-1,melon
519,745,557,779,-1,melon
1892,740,1922,776,-1,melon
475,751,504,776,-1,melon
2543,753,2580,776,-1,melon
1202,748,1246,774,-1,melon
1255,744,1299,771,-1,melon
3264,742,3286,771,-1,melon
797,729,831,767,-1,melon
3549,745,3570,766,-1,melon
2605,741,2643,766,-1,melon
1182,729,1216,766,-1,melon
1554,736,1575,763,-1,melon
145,725,178,758,-1,melon
1865,730,1894,757,-1,melon
